department_en;org_id;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;volume_meeting_target;total_volume;performance;issue;description_en;action_en;description_fr;action_fr
Global Affairs Canada;126;2023-2024;SRV03126;Mission Readiness & Security Operations;Préparation des Missions et Opérations de Sécurité;8382;Mission Security Operations Consultation (Steady-state);Consultation sur les opérations de sécurité de mission (état stable);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03126;Mission Readiness & Security Operations;Préparation des Missions et Opérations de Sécurité;8385;Mission Security Advice (GAC HQ stakeholders);Conseils en matière de sécurité de mission (intervenants du siège social d’AMC);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03155;Anti-Crime and Counter-Terrorism Capacity Building Programs (AC/CTCBP);Programme d’aide au renforcement des capacités en matière de lute contre la criminalité et le terrorism;8499;Terms and Conditions for the Anti-Crime and Counter-Terrorism Capacity Building Programs;Modalités des programmes de renforcement des capacités en matière de lutte contre la criminalité et le terrorisme;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03156;Application for a certificate - Mistaken identity;Demande d'attestation -  erreur d'identité;8500;SEMA Regulations require that the Minister arrive at a decision on applications for certificates in the case of mistaken identity within 30 days from the date on which the application was received.;Les règlements de la SEMA exigent que le ministre rende une décision sur les demandes de certificats en cas d'erreur d'identité dans les 30 jours à compter de la date de réception de la demande.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03199;Venture Capital Attraction;Attraction du capital de risque;8388;We follow TCS standards for External clients.;Nous suivons les normes du SDC pour les clients externes.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03240;Speechwriting;Rédaction de discours;8507;3 to 5 min /6-10 min speec,  Recorded video speech : Between 5 to 10 business days;"Discours 3-5 min; Discours 6 to 10 min; Discours enregistré sur vidéo; entre 5 à 10 jours ouvrables";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03263;Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR);Fonds pour la promotion et la protection de la démocratie (Pro-Dem) et Fonds pour l'inclusion, la diversité et les droits de la personne (IDHR);8389;Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR);Fournir aux promoteurs de projets une décision quant à savoir si leur proposition sera financée.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03305;Military and Scientific Overflight Clearance request management;Gestion des demandes d'autorisation de survol militaire et scientifique;8390;100% within the required timelines (upon receipt of a completed applications);100% dans les délais requis (dès réception d'un dossier de candidature complet);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03311;Marine Scientific Research (MSR) request management;Gestion des demandes de recherche scientifique marine;8391;100% within the required timelines (upon receipt of a completed applications);100% dans les délais requis (dès réception d'un dossier de candidature complet);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03365;Foreign military ship visit request management;Visite de navires militaires étrangers;8392;100% within the required timelines (upon receipt of a completed applications) - 60 Calendar days;100% dans les délais requis (dès réception d'un dossier de candidature complet) - 60 jours calendaires;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Global Affairs Canada;126;2023-2024;SRV03370;Global Security Reporting Program (GSRP);Programme des rapports sur la securité mondiale (PRSM);8504;Adhoc/on demand;Ad hoc/sur demande;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Health Canada;127;2023-2024;1954;Cannabis Initial Licensing - Screening;Octroi de licences initiales;2689;Non-binding administrative service standard of 30-business-days for the screening of new licence applications for cultivation, processing and sale for medical purposes licences. The 30-business-days standard excludes time spent awaiting additional information from applicants.;Une norme de service administrative non contraignante de 30 jours ouvrables en ce qui concerne l'examen préalable des nouvelles demandes de licences de culture, de transformation et de vente à des fins médicales. La norme de 30 jours ouvrables exclut le temps d'attente des renseignements supplémentaires des demandeurs.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Health Canada;127;2023-2024;747;Access to Information and Privacy;Accès à l'information et  la protection des renseignements personnels;455;Legal response time of 30 calendar days from the date of receipt of an official request, or within the extended deadline;Un délai légal de 30 jours civils à compter de la réception d’une demande officielle ou lorsqu'une prorogation était demandée;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Health Canada;127;2023-2024;770;Statement of Need Program;Programme de déclaration de besoin pour les médecins diplômés;3849;Statement of Need Program for Medical Graduates Pursuing Postgraduate medical Training in the US. Allow 30 working  days for processing;Programme de délcaration de besoin pour les médecins diplômes qui poursuivent des études supérieures en médecine aux États-Unis.Prévoir 30 jour ouvrables pour le traitement;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;2376;Natural Infrastructure Fund (NIF);Fonds pour les infrastructures naturelles (FIN);3822;Payment;Paiement;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;2376;Natural Infrastructure Fund (NIF);Fonds pour les infrastructures naturelles (FIN);STAN00005933;End of Year Payment;Paiement de fin d'année;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;3570;Veteran Homelessness (VH);Programme de lutte contre l'itinérance chez les vétérans (PLIV);8346;Issuance of Payment;Émission du paiement;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;SRV03069;Canada Community Building Fund (CCBF);Le Fonds pour le développement des collectivités du Canada (FDCC);STAN00005917;Funding Letter/ Statement of Priorities Letter;Lettre de financement/ Lettre de déclaration de priorités;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;SRV03444;Rural Transit Solutions Fund (RTSF);Fonds pour les solutions de transport en commun en milieu rural (FSTCMR);STAN00005938;End of Year Payment;Paiement de fin d'année;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Housing, Infrastructure and Communities Canada;237;2023-2024;SRV0348;Disaster Mitigation and Adaptation Fund (DMAF);Fonds d'atténuation et d'adaptation en matière de catastrophes (FAAC);STAN00005923;End of Year Payment;Paiement de fin d'année;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;1466;Resettlement Assistance Program Transfer Payments: Contributions to Service Provider Organisations;Paiements de transfert du Programme d'aide à la réinstallation: Contributions aux fournisseurs de services;3360;"IRCC’s goal is to advise applicants within 140 days of the close of the Call for Proposals if: their application will proceed for negotiation of a funding agreement between IRCC and the submitting party; or if IRCC needs more time before issuing a decision.";"IRCC vise à indiquer aux candidats dans un délai de 140 jours civils suivant la clôture de l’appel de propositions : si leur demande passera ou non à l’étape de la négociation d’une entente de financement entre IRCC et l'auteur de la demande; ou si IRCC a besoin de plus de temps pour prendre une décision.";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;1466;Resettlement Assistance Program Transfer Payments: Contributions to Service Provider Organisations;Paiements de transfert du Programme d'aide à la réinstallation: Contributions aux fournisseurs de services;STAN00005638;IRCC's goal is to notify applicants of the decision made regarding their Concept submission within 45 calendar days of the receipt of a Concept Summary Form (Stage 1 of the Unsolicited Proposal Process);L'objectif d'IRCC est d'informer les candidats de la décision prise concernant leur soumission de concept dans les 45 jours civils suivant la réception d'un formulaire de résumé de concept (étape 1 du processus de proposition non sollicitée);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;1466;Resettlement Assistance Program Transfer Payments: Contributions to Service Provider Organisations;Paiements de transfert du Programme d'aide à la réinstallation: Contributions aux fournisseurs de services;STAN00005639;IRCC's goal is to notify applicants of the decision made regarding their proposal within 60 calendar days of the receipt of a full proposal (Stage 2 of the Unsolicited Proposal Process);L'objectif d'IRCC est d'informer les candidats de la décision prise concernant leur proposition dans les 60 jours civils suivant la réception d'une proposition complète (étape 2 du processus de proposition non sollicitée);0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;SRV03045;Permanent Residence (Regional Economic Immigration);Résidence permanente (Immigration économique régionale);STAN00005608;IRCC’s goal is to process applications under the Quebec-selected Skilled Worker Programs within 11 months. This does not include the time it takes the province to process.;L’objectif d'IRCC est de traiter dans un délai de 11 mois les demandes présentées au titre du Programme des travailleurs qualifiés sélectionnés par le Québec. Cela ne comprend pas le temps de traitement par la province.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;SRV03050;Passport Administrative Services;Services administratifs des passeports;STAN00005633;"Same as the processing time of the passport or travel document if the request is made with the travel document application; or 10 business days if the request is made after a passport or travel document has been issued.";"Même que celle liée au traitement du passeport ou du titre de voyage si la demande est faite avec la demande de titre de voyage; ou 10 jours ouvrables si la demande est faite après que le passeport ou le titre de voyage a été délivré.";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Immigration, Refugees and Citizenship Canada;123;2023-2024;SRV03050;Passport Administrative Services;Services administratifs des passeports;STAN00005634;"Same as the processing time of the passport or travel document if the request is made with the travel document application; or 10 business days if the request is made after a passport or travel document has been issued.";"Même que celle liée au traitement du passeport ou du titre de voyage si la demande est faite avec la demande de titre de voyage; ou 10 jours ouvrables si la demande est faite après que le passeport ou le titre de voyage a été délivré.";0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Impact Assessment Agency of Canada;63;2023-2024;2572;Projects subject to federal assessment under the IAA;Projets assujettis à l'évaluation fédérale en vertu de la Loi sur l'évaluation d’impact (LEI);8395;An impact assessment by IAAC must be completed within 300 days and an impact assessment by a review panel must be completed within 300-600 days.;Une évaluation d’impact effectuée par l’AEIC doit être terminée dans un de délai de 300 jours et une évaluation d’impact effectuée par une commission d’examen doit être terminée dans un délai de 300 à 600 jours.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Impact Assessment Agency of Canada;63;2023-2024;2572;Projects subject to federal assessment under the IAA;Projets assujettis à l'évaluation fédérale en vertu de la Loi sur l'évaluation d’impact (LEI);8396;The decision-making phase must be completed in 30 days or 90 days, depending on whether the public interest determination is made by the Minister of Environment and Climate Change, or Governor in council. When the Minister makes the public interest determination, the Decision Statement must be issue;Prise de décision doit être achevée dans un délai de 30 jours ou de 90 jours, selon que la détermination d'intérêt public est prise par le ministre de l'environnement et du changement climatique ou par le gouverneur en conseil. Lorsque le ministre effectue la détermination de l'intérêt public, la déclaration de décision doit être publiée au plus tard 30 jours après la publication du rapport d'éval;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Impact Assessment Agency of Canada;63;2023-2024;SRV02863;Requests for designation, regional assessment, and strategic assessment;Des demandes de désignation, d'évaluation régionale et d'évaluation stratégique;STAN00005230;Upon receiving a request for Regional Assessment, the Minister will respond with reasons within 90 days after the day on which a complete request is received.;Sur réception d’une demande d’évaluation régionale, le ministre doit répondre, motifs à l’appui, dans les 90 jours suivant la date de réception d’une demande complète.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Impact Assessment Agency of Canada;63;2023-2024;SRV02863;Requests for designation, regional assessment, and strategic assessment;Des demandes de désignation, d'évaluation régionale et d'évaluation stratégique;STAN00005231;Upon receiving a request for Strategic Assessment, the Minister will respond with reasons within 90 days after the day on which a complete request is received.;Sur réception d’une demande d’évaluation stratégique, le ministre doit répondre, motifs à l’appui, dans les 90 jours suivant la date de réception d’une demande exhaustive.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;3532;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005093;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005094;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005095;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005096;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005097;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005098;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005099;Service available in official language of choice;Services offerts dans la langue officielle de choix du client (;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005100;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005101;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005102;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1268;Connect to Innovate (CTI);Brancher pour innover;STAN00005103;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3446;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3448;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3450;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3545;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3546;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3547;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3548;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3549;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3550;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3557;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3558;Accurate, relevant, reliable and professional service;Services professionnels offrant de l'information précise, pertinente et fiable;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3559;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3560;"24-hour response rate for ""off-the-shelf"" enquiries";Répondre aux demandes simples de nature générale dans les 24 heures;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3561;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;3562;5-day response rate for all enquiries;Répondre dans les 5 jours pour tout type de demandes;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3294;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3296;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Innovation, Science and Economic Development Canada;130;2023-2024;1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;3297;Service available in official language of choice;Services offerts dans la langue officielle de choix du client;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
