Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG06","Santé numérique","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG07","Information sur la Santé","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG08","Loi canadienne sur la santé","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG09","Aide médicale à mourir","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG10","Lutte contre le cancer","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG11","Sécurité des patients","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG12","Système de collecte et de distribution du sang; Organes, tissus et transplantation","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG13","Promotion des langues officielles des minorités dans le système de santé","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG14","Recherche sur le cerveau","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG15","Thalidomide","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVG00","Systèmes de soins de santé","Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces Santé Canada joue un rôle de chef de file à l’échelle nationale afin de favoriser des systèmes de soins de santé qui assurent aux Canadiens l’accès à des soins de santé adéquats et efficaces.","BVG16","Fonds d'investissement-santé pour les territoires","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH01","Produits pharmaceutiques","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH02","Produits biologiques et radiopharmaceutiques","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH03","Matériels médicaux","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH04","Produits de santé naturels","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH05","Aliments et nutrition","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH06","Qualité de l'air","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH07","Changements climatiques","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH08","Qualité de l'eau","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH09"," Incidence des produits chimiques sur la santé","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH10","Sécurité des produits de consommation","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH11","Matières dangereuses utilisées au travail","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH12","Lutte antitabac (y compris le vapotage)","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH13","Substances contrôlées","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH14","Cannabis","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH15","Radioprotection","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH16","Pesticides","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l’évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de communication, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux substances contrôlées.","BVH17","Services de santé spécialisés et programme des personnes jouissant d'une protection internationale","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA1","Services de gestion et de surveillance","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA2","Services de communication","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA3","Services juridiques","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA4","Services de gestion des ressources humaines","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA5","Services de gestion financière","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA6","Services de gestion de l'information","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA7","Services de gestion de la technologie de l'information","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA8","Services de gestion des biens immobiliers","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA9","Services de gestion du matériel","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSAZ","Services de gestion des acquisitions","","2 La note relative au code ISSA0 s’applique.","022 - Santé (Ministère de la)"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l’organisme chargé d’investir dans la recherche en santé. En finançant l’excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d’améliorer la santé des Canadiens, d’offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI01","Recherche libre","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l’organisme chargé d’investir dans la recherche en santé. En finançant l’excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d’améliorer la santé des Canadiens, d’offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI02","Formation et soutien professionnel","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l’organisme chargé d’investir dans la recherche en santé. En finançant l’excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d’améliorer la santé des Canadiens, d’offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI03","Recherche priorisée","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA1","Services de gestion et de surveillance","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA2","Services de communication","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA3","Services juridiques","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA4","Services de gestion des ressources humaines","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA5","Services de gestion financière","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA6","Services de gestion de l'information","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA7","Services de gestion de la technologie de l'information","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA8","Services de gestion des biens immobiliers","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSA9","Services de gestion du matériel","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISSA0","Services internes","Les services de soutien internes sont des groupes d'activités et de ressources connexes qui sont gérés de façon à répondre aux besoins des programmes et des autres obligations générales d'une organisation. Les services internes comprennent uniquement les activités et les ressources destinées à l'ensemble d'une organisation et non celles fournies à un programme particulier.Vous trouverez ci-dessous une liste des codes que composent son répertoire de programmes.","ISSAZ","Services de gestion des acquisitions","","2 La note relative au code ISSA0 s’applique.","061 - Instituts de recherche en santé du Canada"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH01","Établissement des règles pour la protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH02","Promotion de la conformité en matière de protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH03","Surveillance et application de la loi en matière de protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH04","Autorisations pour les produits d'origine végétale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH05","Établissement des règles pour la santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH06","Promotion de la conformité en matière de santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH07","Surveillance et application de la loi en matière de santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH08","Autorisations pour les produits d'origine animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH09","Établissement de règles pour la salubrité des aliments et la protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH10","Promotion de la conformité en matière de salubrité des aliments et de protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH11","Surveillance et application de la loi en matière de salubrité des aliments et de protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH12","Autorisations pour les produits alimentaires","","","136 - Agence canadienne d'inspection des aliments"
