Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_Eng-EntitéMin_nom_ang,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Environment and Climate Change",,"Parks Canada Agency","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","124 - Parks Canada Agency"
"Environment and Climate Change",,"Parks Canada Agency","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","124 - Parks Canada Agency"
"Environment and Climate Change",,"Parks Canada Agency","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","124 - Parks Canada Agency"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV01","Tax Policy and Legislation","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV02","Economic and Fiscal Policy, Planning and Forecasting","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV03","Economic Development Policy","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV04","Federal-Provincial Relations and Social Policy","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV05","Financial Sector Policy","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV06","International Trade and Finance Policy","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV07","Canada Health Transfer","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV08","Fiscal Arrangements with Provinces and Territories","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV09","Tax Collection and Administration Agreements","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV10","Commitments to International Financial Organizations","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","BUV00","Economic and Fiscal Policy","Develop the federal Budget and Fall Economic Statement, as well as provide analysis and advice to the Government of Canada on economic, fiscal and social policy; federal provincial relations, including the transfer and taxation payments; the financial sector; tax policy; and international trade and finance.","BUV11","Market Debt and Foreign Reserves Management","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS01","Management and Oversight Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS02","Communications Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS03","Legal Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS05","Financial Management Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS06","Information Management Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS07","Information Technology Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","006 - Finance (Department of)"
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","006 - Finance (Department of)"
"Finance",,"Office of the Auditor General","BGX00","Legislative Auditing","Our audit reports provide objective, fact-based information and expert advice on government programs and activities. With our audits, we assist Parliament in its work on the authorization and oversight of government spending and operations. Our audits are also used by territorial legislatures, boards of Crown Corporations and audit committees to help oversee the management of government activities and hold them to account for the handling of public funds. Financial audits assess if the annual financial statements of the government and Crown corporations are presented fairly, consistent with applicable accounting standards. Performance audits assess if government manages with due regard for economy, efficiency, and environmental impact and measures its effectiveness. Special examinations assess if Crown corporation systems and practices provide reasonable assurance that assets are safeguarded, resources are managed economically and efficiently, and operations are managed effectively.","BGX01","Legislative Auditing","","","002 - Office of the Auditor General"
"Finance",,"Financial Consumer Agency of Canada","BUT00","Supervision of federally regulated financial entities","The Financial Consumer Agency of Canada regulates Canada’s federal financial institutions such as banks, trust and loan companies, federal credit unions, external complaint bodies and payment card network operators to ensure that consumers’ rights are protected. The Agency focuses on ensuring Canadians are aware of their rights and responsibilities when dealing with financial institutions. As a regulator, the Agency oversees financial consumer protections grounded in legislation, regulations, voluntary codes of conduct and public commitments. It uses a risk-based supervisory model to enforce compliance with consumer protection laws. The information the Agency relies on to carry out its compliance activities includes consumer complaints reports, on-site examinations, compliance reviews, research findings on emerging marketplace trends and issues, and input from national and international regulatory counterparts.","BUT01","Supervision and Promotion","","","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Consumer Agency of Canada","BUU00","Financial Literacy","The Financial Consumer Agency of Canada is committed to strengthening the financial knowledge, skills and confidence of Canadians. The Agency provides online content, tools and programs that help educate Canadians so they can make informed financial decisions. The Agency also promotes awareness of all matters related to protecting consumers of financial products and services. Through nationwide coordination and collaboration efforts with stakeholders, including federal and provincial governments, and private and non-profit organizations, the Agency fosters consumer understanding of financial services and related issues, and encourages stakeholders to promote and deliver financial literacy initiatives.","BUU01","Financial Literacy","","","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Consumer Agency of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUW00","Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations","The Financial Transactions and Reports Analysis Centre of Canada is responsible for ensuring compliance with Part 1 and Part 1.1 of the Proceeds of Crime (Money Laundering) and Terrorist Financing Act and its associated Regulations. This legal framework establishes obligations for reporting entities to develop a compliance regime in order to identify clients, monitor business relationships, keep records and report certain types of financial transactions. The Centre undertakes enabling and enforcement actions to ensure that the reporting entities operating within Canada's financial system fulfill their Proceeds of Crime (Money Laundering) and Terrorist Financing Act obligations. These obligations provide important measures for countering patterns and behaviours observed in criminals and terrorists in order to deter them from operating within the legitimate channels of Canada's economy. The Centre also maintains a registry of money services businesses in Canada.","BUW01","Compliance Program","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUW00","Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations","The Financial Transactions and Reports Analysis Centre of Canada is responsible for ensuring compliance with Part 1 and Part 1.1 of the Proceeds of Crime (Money Laundering) and Terrorist Financing Act and its associated Regulations. This legal framework establishes obligations for reporting entities to develop a compliance regime in order to identify clients, monitor business relationships, keep records and report certain types of financial transactions. The Centre undertakes enabling and enforcement actions to ensure that the reporting entities operating within Canada's financial system fulfill their Proceeds of Crime (Money Laundering) and Terrorist Financing Act obligations. These obligations provide important measures for countering patterns and behaviours observed in criminals and terrorists in order to deter them from operating within the legitimate channels of Canada's economy. The Centre also maintains a registry of money services businesses in Canada.","BUW02","Strategic Policy and Reviews","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUX00","Production and Dissemination of Financial Intelligence","The Financial Transactions and Reports Analysis Centre of Canada is mandated by the Proceeds of Crime (Money Laundering) and Terrorist Financing Act to produce actionable financial intelligence, including case disclosures that assist Canada's police, law enforcement, national security and other partner agencies in combatting money laundering, terrorism financing and threats to the security of Canada, while protecting the personal information entrusted to the Financial Transactions and Reports Analysis Centre of Canada. The Financial Transactions and Reports Analysis Centre of Canada also produces strategic financial intelligence for federal policy and decision-makers, reporting entities across the country, international partners and other stakeholders. The Financial Transactions and Reports Analysis Centre of Canada’s strategic intelligence provides a wide analytic perspective on the nature, scope and threat posed by money laundering and terrorism financing.","BUX01","Financial Intelligence Program","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUX00","Production and Dissemination of Financial Intelligence","The Financial Transactions and Reports Analysis Centre of Canada is mandated by the Proceeds of Crime (Money Laundering) and Terrorist Financing Act to produce actionable financial intelligence, including case disclosures that assist Canada's police, law enforcement, national security and other partner agencies in combatting money laundering, terrorism financing and threats to the security of Canada, while protecting the personal information entrusted to the Financial Transactions and Reports Analysis Centre of Canada. The Financial Transactions and Reports Analysis Centre of Canada also produces strategic financial intelligence for federal policy and decision-makers, reporting entities across the country, international partners and other stakeholders. The Financial Transactions and Reports Analysis Centre of Canada’s strategic intelligence provides a wide analytic perspective on the nature, scope and threat posed by money laundering and terrorism financing.","BUX02","Strategic Intelligence, Research and Analytics","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","The Office of the Superintendent of Financial Institutions advances a regulatory framework designed to control and manage risk to federally regulated financial institutions and private pension plans and evaluates system-wide or sectoral developments that may have a negative impact on their financial condition. It also supervises financial institutions and pension plans to determine whether they are in sound financial condition and meeting regulatory and supervisory requirements. The Office promptly advises financial institutions and pension plan administrators if there are material deficiencies, and takes corrective measures or requires that they be taken to expeditiously address the situation. It acts to protect the rights and interests of depositors, policyholders, financial institution creditors and pension plan beneficiaries, while having due regard for the need to allow financial institutions to compete effectively and take reasonable risks.","BVN01","Risk Assessment and Intervention – Federally Regulated Financial Institutions","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","The Office of the Superintendent of Financial Institutions advances a regulatory framework designed to control and manage risk to federally regulated financial institutions and private pension plans and evaluates system-wide or sectoral developments that may have a negative impact on their financial condition. It also supervises financial institutions and pension plans to determine whether they are in sound financial condition and meeting regulatory and supervisory requirements. The Office promptly advises financial institutions and pension plan administrators if there are material deficiencies, and takes corrective measures or requires that they be taken to expeditiously address the situation. It acts to protect the rights and interests of depositors, policyholders, financial institution creditors and pension plan beneficiaries, while having due regard for the need to allow financial institutions to compete effectively and take reasonable risks.","BVN02","Regulation and Guidance of Federally Regulated Financial Institutions","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","The Office of the Superintendent of Financial Institutions advances a regulatory framework designed to control and manage risk to federally regulated financial institutions and private pension plans and evaluates system-wide or sectoral developments that may have a negative impact on their financial condition. It also supervises financial institutions and pension plans to determine whether they are in sound financial condition and meeting regulatory and supervisory requirements. The Office promptly advises financial institutions and pension plan administrators if there are material deficiencies, and takes corrective measures or requires that they be taken to expeditiously address the situation. It acts to protect the rights and interests of depositors, policyholders, financial institution creditors and pension plan beneficiaries, while having due regard for the need to allow financial institutions to compete effectively and take reasonable risks.","BVN03","Regulatory Approvals and Legislative Precedents","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","The Office of the Superintendent of Financial Institutions advances a regulatory framework designed to control and manage risk to federally regulated financial institutions and private pension plans and evaluates system-wide or sectoral developments that may have a negative impact on their financial condition. It also supervises financial institutions and pension plans to determine whether they are in sound financial condition and meeting regulatory and supervisory requirements. The Office promptly advises financial institutions and pension plan administrators if there are material deficiencies, and takes corrective measures or requires that they be taken to expeditiously address the situation. It acts to protect the rights and interests of depositors, policyholders, financial institution creditors and pension plan beneficiaries, while having due regard for the need to allow financial institutions to compete effectively and take reasonable risks.","BVN04","Federally Regulated Private Pension Plans","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVO00","Actuarial Services to Federal Government Organizations ","The Office of the Chief Actuary provides a range of actuarial services, including statutory actuarial valuations required by legislation and checks and balances on the future costs of programs for the Canada Pension Plan, Old Age Security, Employment Insurance and Canada Student Loans programs, as well as pension and benefits plans covering the Federal Public Service, the Canadian Forces, the Royal Canadian Mounted Police, federally appointed judges, and Members of Parliament.","BVO01","Actuarial Valuation and Advice","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","ISS00","Internal services ","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","011 - Office of the Superintendent of Financial Institutions"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF01","Fisheries Management","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF02","Aboriginal Programs and Treaties","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF03","Aquaculture Management","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF04","Salmonid Enhancement","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF05","International Engagement","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF06","Small Craft Harbours","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF07","Conservation and Protection","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF08","Aquatic Animal Health","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF09","Biotechnology and Genomics","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF10","Aquaculture Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF11","Fisheries Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF12","Fisheries Economics and Statistics","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","Manage Canada’s fisheries, Indigenous fisheries programs, aquaculture activities and support commercial fishing harbours while applying relevant legislation.","BTF13","Fish and Seafood Sector","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG01","Fish and Fish Habitat Protection","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG02","Aquatic Invasive Species","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG03","Species at Risk","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG04","Marine Planning and Conservation","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG05","Aquatic Ecosystem Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG06","Oceans and Climate Change Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","Conserve and protect Canada’s oceans and other aquatic ecosystems and species from human impact and invasive species.","BTG07","Aquatic Ecosystems Economics","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","Provide Information and services to facilitate navigation in Canadian waters.","BTH01","Icebreaking Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","Provide Information and services to facilitate navigation in Canadian waters.","BTH02","Aids to Navigation","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","Provide Information and services to facilitate navigation in Canadian waters.","BTH03","Waterways Management","","","086 - Fisheries and Oceans (Department of)"
