Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH10","Sécurité des produits de consommation","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH11","Matières dangereuses utilisées au travail","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH12","Lutte antitabac (y compris le vapotage)","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH13","Substances contrôlées","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH14","Cannabis","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH15","Radioprotection","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH16","Pesticides","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","BVH00","Protection et promotion de la santé","Santé Canada collabore avec ses partenaires nationaux et internationaux à l'évaluation, à la gestion et à la communication des risques et des avantages pour la santé et la sécurité associés aux produits de santé et de consommation, aux aliments, aux produits chimiques, aux pesticides, aux facteurs environnementaux, au tabac et aux produits de vapotage, au cannabis, et aux substances contrôlées.","BVH17","Services spécialisés de Santé Canada","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","022 - Santé (Ministère de la)"
"Santé",,"Santé (Ministère de la)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","022 - Santé (Ministère de la)"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l'organisme chargé d'investir dans la recherche en santé. En finançant l'excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d'améliorer la santé des Canadiens, d'offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI01","Recherche libre","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l'organisme chargé d'investir dans la recherche en santé. En finançant l'excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d'améliorer la santé des Canadiens, d'offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI02","Formation et soutien professionnel","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","BUI00","Financement de la recherche et de la formation en santé","Les Instituts de recherche en santé du Canada (IRSC) sont l'organisme chargé d'investir dans la recherche en santé. En finançant l'excellence en recherche, les IRSC appuient la création de nouvelles connaissances et leur application en vue d'améliorer la santé des Canadiens, d'offrir de meilleurs produits et services de santé, et de renforcer le système de santé au Canada. Pour ce faire, ils fournissent des subventions qui financent la recherche en santé ainsi que la formation et le soutien professionnel de la génération actuelle de chercheurs et de la suivante.","BUI03","Recherche priorisée","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Instituts de recherche en santé du Canada","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","061 - Instituts de recherche en santé du Canada"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH01","Établissement des règles pour la protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH02","Promotion de la conformité en matière de protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH03","Surveillance et application de la loi en matière de protection des végétaux","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH04","Autorisations pour les produits d'origine végétale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH05","Établissement des règles pour la santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH06","Promotion de la conformité en matière de santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH07","Surveillance et application de la loi en matière de santé animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH08","Autorisations pour les produits d'origine animale","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH09","Établissement de règles pour la salubrité des aliments et la protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH10","Promotion de la conformité en matière de salubrité des aliments et de protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH11","Surveillance et application de la loi en matière de salubrité des aliments et de protection des consommateurs","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH12","Autorisations pour les produits alimentaires","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH13","Définition de normes internationales","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH14","Coopération internationale en matière de réglementation et collaboration scientifique","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","BUH00","Salubrité des aliments et végétaux et animaux sains","Protéger les Canadiens en préservant le système alimentaire canadien et les ressources animales et végétales sur lesquels nous nous fions et en soutenant l'économie canadienne par le commerce de biens canadiens.","BUH15","Soutien à l'accès aux marchés","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","136 - Agence canadienne d'inspection des aliments"
"Santé",,"Agence canadienne d'inspection des aliments","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","136 - Agence canadienne d'inspection des aliments"
