Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_Eng-EntitéMin_nom_ang,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH06","Animal Health Compliance Promotion","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH07","Monitoring and Enforcement for Animal Health","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH08","Permissions for Animal Products","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH09","Setting Rules for Food Safety and Consumer Protection","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH10","Food Safety and Consumer Protection Compliance Promotion","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH11","Monitoring and Enforcement for Food Safety and Consumer Protection","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH12","Permissions for Food Products","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH13","International Standards Setting","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH14","International Regulatory Cooperation and Science Collaboration","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","BUH00","Safe food and healthy plants and animals","Protecting Canadians by safeguarding Canada’s food system and the plant and animal resources on which we depend, and supporting the Canadian economy through the trade of Canadian goods.","BUH15","Market Access Support","","","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA1","Management and Oversight Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA2","Communications Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA3","Legal Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA4","Human Resources Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA5","Financial Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA6","Information Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA7","Information Technology Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA8","Real Property Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA9","Materiel Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Canadian Food Inspection Agency","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSAZ","Acquisition Management Services","","2 The note related to the ISSA0 code applies.","136 - Canadian Food Inspection Agency"
"Health",,"Patented Medicine Prices Review Board","BVM00","Regulate Patented Medicine Prices","The Patented Medicine Prices Review Board regulates the prices of patented medicines by setting non excessive price ceilings and taking enforcement action before the Board in the event of non-compliance.","BVM01","Patented Medicine Price Regulation Program","","","109 - Patented Medicine Prices Review Board"
"Health",,"Patented Medicine Prices Review Board","BVM00","Regulate Patented Medicine Prices","The Patented Medicine Prices Review Board regulates the prices of patented medicines by setting non excessive price ceilings and taking enforcement action before the Board in the event of non-compliance.","BVM02","Pharmaceutical Trends Program","","","109 - Patented Medicine Prices Review Board"
"Health",,"Patented Medicine Prices Review Board","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",,,""," - 1 Most departments and agencies are to substitute the letter A by a zero (0). However, in rare cases, where a department or agency has more than one vote per kind of vote (Program, Operating, Capital Expenditures), or another department or agency is allowed to function within a host departmental financial system and the accounting is included in the host department’s Central Financial Management and Reporting System (CFMRS) trial balance, the A would be substituted sequentially by 1 for the first vote/organization and by 2 for the second vote/organization, etc.

 - 3 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","109 - Patented Medicine Prices Review Board"
"Health",,"Public Health Agency of Canada","BVP00","Health Promotion and Chronic Disease Prevention","Promote the health and well-being of Canadians of all ages by supporting community-based projects which address the root causes of health inequalities  and the common risk and protective factors that are important to preventing chronic disease; and conduct public health research and surveillance.","BVP01","Evidence for Health Promotion, and Chronic Disease and Injury Prevention","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVP00","Health Promotion and Chronic Disease Prevention","Promote the health and well-being of Canadians of all ages by supporting community-based projects which address the root causes of health inequalities  and the common risk and protective factors that are important to preventing chronic disease; and conduct public health research and surveillance.","BVP02","Health Promotion","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVP00","Health Promotion and Chronic Disease Prevention","Promote the health and well-being of Canadians of all ages by supporting community-based projects which address the root causes of health inequalities  and the common risk and protective factors that are important to preventing chronic disease; and conduct public health research and surveillance.","BVP03","Chronic Disease Prevention","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVQ00","Infectious Disease Prevention and Control","Protect Canadians from infectious diseases (e.g. Human Immunodeficiency Virus (HIV), E. Coli, measles) by predicting, detecting, assessing, and responding to outbreaks and new threats; and contribute to the prevention, control and reduction of the spread of infectious disease among Canadians.","BVQ01","Laboratory Science Leadership and Services","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVQ00","Infectious Disease Prevention and Control","Protect Canadians from infectious diseases (e.g. Human Immunodeficiency Virus (HIV), E. Coli, measles) by predicting, detecting, assessing, and responding to outbreaks and new threats; and contribute to the prevention, control and reduction of the spread of infectious disease among Canadians.","BVQ02","Communicable Disease and Infection Control","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVQ00","Infectious Disease Prevention and Control","Protect Canadians from infectious diseases (e.g. Human Immunodeficiency Virus (HIV), E. Coli, measles) by predicting, detecting, assessing, and responding to outbreaks and new threats; and contribute to the prevention, control and reduction of the spread of infectious disease among Canadians.","BVQ03","Immunization ","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVQ00","Infectious Disease Prevention and Control","Protect Canadians from infectious diseases (e.g. Human Immunodeficiency Virus (HIV), E. Coli, measles) by predicting, detecting, assessing, and responding to outbreaks and new threats; and contribute to the prevention, control and reduction of the spread of infectious disease among Canadians.","BVQ04","Foodborne and Zoonotic Diseases","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVR00","Health Security","Prepare for and respond to public health events and emergencies (e.g. floods, forest fires, and outbreaks such as Zika and Ebola); address health and safety risks associated with the use of pathogens and toxins; and address travel related public health risks.","BVR01","Emergency Preparedness and Response","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVR00","Health Security","Prepare for and respond to public health events and emergencies (e.g. floods, forest fires, and outbreaks such as Zika and Ebola); address health and safety risks associated with the use of pathogens and toxins; and address travel related public health risks.","BVR02","Biosecurity","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","BVR00","Health Security","Prepare for and respond to public health events and emergencies (e.g. floods, forest fires, and outbreaks such as Zika and Ebola); address health and safety risks associated with the use of pathogens and toxins; and address travel related public health risks.","BVR03","Border and Travel Health","","","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA1","Management and Oversight Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA2","Communications Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA3","Legal Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA4","Human Resources Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA5","Financial Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA6","Information Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA7","Information Technology Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA8","Real Property Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSA9","Materiel Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Health",,"Public Health Agency of Canada","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.You will find below a list of codes that compose their inventory programs.","ISSAZ","Acquisition Management Services","","2 The note related to the ISSA0 code applies.","148 - Public Health Agency of Canada"
"Women and Gender Equality",,"Office of the Co-ordinator, Status of Women","BWH00","Mobilizing Partners and Promoting Equality for Women and Girls","Status of Women Canada (SWC) mobilizes partners and promotes equality between women and men by proactively engaging with individuals and institutions and with international, local and national partners. SWC increases awareness of gender equality and enables federal organizations to systematically incorporate gender-based analysis into federal policies and programs. SWC also assists other partners and institutions, through its expertise, contribution to research and knowledge development on issues of women and leadership, women and the economy and gender-based violence, and funding to community initiatives, to improve women’s social and economic well-being.","BWH01","Expertise and Outreach","","","083 - Office of the Co-ordinator, Status of Women"
"Women and Gender Equality",,"Office of the Co-ordinator, Status of Women","BWH00","Mobilizing Partners and Promoting Equality for Women and Girls","Status of Women Canada (SWC) mobilizes partners and promotes equality between women and men by proactively engaging with individuals and institutions and with international, local and national partners. SWC increases awareness of gender equality and enables federal organizations to systematically incorporate gender-based analysis into federal policies and programs. SWC also assists other partners and institutions, through its expertise, contribution to research and knowledge development on issues of women and leadership, women and the economy and gender-based violence, and funding to community initiatives, to improve women’s social and economic well-being.","BWH02","Community Action and Innovation","","","083 - Office of the Co-ordinator, Status of Women"
"Women and Gender Equality",,"Office of the Co-ordinator, Status of Women","ISSA0","Internal services","Internal support services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",,,""," - 1 Most departments and agencies are to substitute the letter A by a zero (0). However, in rare cases, where a department or agency has more than one vote per kind of vote (Program, Operating, Capital Expenditures), or another department or agency is allowed to function within a host departmental financial system and the accounting is included in the host department’s Central Financial Management and Reporting System (CFMRS) trial balance, the A would be substituted sequentially by 1 for the first vote/organization and by 2 for the second vote/organization, etc.

 - 3 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","083 - Office of the Co-ordinator, Status of Women"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM01","Homelessness Partnering Strategy","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM02","Social Development Partnerships Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM03","New Horizons for Seniors Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM04","Enabling Accessibility Fund","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM05","Early Learning and Childcare","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM06","Federal Income Support for Parents of Murdered  or Missing Children","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM07","Indigenous Early Learning Child Care Transformation Initiative","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM08","Sustainable Development Goals Funding Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGM00","Social Development","Increase inclusion and opportunities for participation of Canadians in their communities.","BGM09","Accessible Canada Initiative","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGN00","Pensions and Benefits","Assist Canadians in maintaining income for retirement, and provide financial benefits to survivors, people with disabilities and their families.","BGN01","Old Age Security","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGN00","Pensions and Benefits","Assist Canadians in maintaining income for retirement, and provide financial benefits to survivors, people with disabilities and their families.","BGN02","Canada Disability Savings Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGN00","Pensions and Benefits","Assist Canadians in maintaining income for retirement, and provide financial benefits to survivors, people with disabilities and their families.","BGN03","Canada Pension Plan","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO01","Employment Insurance","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO02","Workforce Development Agreements (replacing the Labour Market Agreements for Persons with Disabilities, the Canada Job Fund Agreements and the Targeted Initiative for Older Workers)","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO03","Labour Market Development Agreements","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO04","Opportunities Fund for Persons with Disabilities","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO05","Job Bank","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO06","Youth Employment Strategy","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO07","Canada Service Corps","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO08","Skills and Partnership Fund","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO09","Literacy and Essential Skills","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO10","Aboriginal Skills and Employment Training Strategy","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO11","Student Work-Integrated Learning Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO12","Union Training and Innovation","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO13","Sectoral Initiatives Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO14","Temporary Foreign Worker Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO15","Foreign Credential Recognition Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO16","Enabling Fund for Official Language Minority Communities","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO17","Canada Student Loans and Grants and Canada Apprentice Loans Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO18","Canada Education Savings Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO19","Skilled Trades and Apprenticeship (Red Seal Program)","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO20","Apprenticeship Grants","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO21","Future Skills","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGO00","Learning, Skills Development and Employment","Help Canadians access post-secondary education, obtain the skills and training needed to participate in a changing labour market, and provide supports to those who are temporarily unemployed.","BGO22","Skilled Trades Awareness and Readiness Program (STAR Program)","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP01","Labour Relations","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP02","Federal Workers' Compensation","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP03","Occupational Health and Safety","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP04","Workplace Equity","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP05","Labour Standards","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP06","Wage Earner Protection Program","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGP00","Working Conditions and Workplace Relations","Promotes safe, healthy, fair and inclusive work conditions and cooperative workplace relations.","BGP07","International Labour Affairs","","","014 - Employment and Social Development (Department of)"
"Families, Children and Social Development",,"Employment and Social Development (Department of)","BGQ00","Information Delivery and Services for Other Departments","Provide information to the public on the programs of the Government of Canada and the department, and provide services on behalf of other government departments.","BGQ01","Government of Canada Telephone General Enquiries Services","","","014 - Employment and Social Development (Department of)"
