Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_fra-EntitéMin_nom_fra,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Emploi et Développement de la main-d'œuvre",,"Organisation canadienne d'élaboration de normes d'accessibilité","BXZ00","Normes d'accessibilité","  ","BXZ01","Élaboration des normes","","","199 - Organisation canadienne d'élaboration de normes d'accessibilité"
"Emploi et Développement de la main-d'œuvre",,"Organisation canadienne d'élaboration de normes d'accessibilité","BXZ00","Normes d'accessibilité","  ","BXZ02","Sensibilisation et application des connaissances","","","199 - Organisation canadienne d'élaboration de normes d'accessibilité"
"Emploi et Développement de la main-d'œuvre",,"Organisation canadienne d'élaboration de normes d'accessibilité","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",,,"","1 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","199 - Organisation canadienne d'élaboration de normes d'accessibilité"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL01","Levés géodésiques du Canada : Le Canada à référence spatiale","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL02","Connaissances géologiques des terres côtières et extracôtières du Canada","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL03","Données géospatiales essentielles","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL04","Traité de la frontière internationale entre le Canada et les États-Unis","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL05","Système d'arpentage des terres du Canada","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL06","Géoscience pour la valorisation durable des ressources naturelles","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL07","Gestion des risques liés aux ravageurs","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL08","Changements climatiques liés aux forêts","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL09","Adaptation aux changements climatiques","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL10","Sécurité et sûreté des explosifs","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL11","Géoscience pour assurer la sécurité des Canadiens","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL12","Gestion du risque de feux de végétation","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTL00","Science des ressources naturelles et atténuation des risques","","BTL13","Programme du plateau continental polaire","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM04","Innovation Mines vertes","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM05","Solutions axées sur les fibres","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM06","Aménagement forestier durable","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM07","Effets cumulatifs","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM08","Transport faible en carbone","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM09","Ressources en électricité","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM10","Efficacité énergétique","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM11","Politique en matière d'énergie et de changements climatiques ","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM12","Solutions géospatiales novatrices","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTM00","Valorisation novatrice et durable des ressources naturelles","","BTM13","Innovation énergétique et technologies propres (IETP)","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO01","Compétitivité du secteur forestier","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO02","Prestation d'un leadership fédéral dans le secteur des minéraux et des métaux","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO03","Sûreté et sécurité énergétique, et ressources pétrolières","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO05","Paiements législatifs pour les hydrocarbures extracôtiers","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO08","La Stratégie emploi et compétences jeunesse - Programme de stages en sciences et technologie (Emplois verts)","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","BTO00","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","BTO09","Réconciliation avec les peuples autochtones et coordination réglementaire","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS01","Services de gestion et de surveillance","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS02","Services de communication","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS03","Services juridiques","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS04","Services de gestion des ressources humaines","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS05","Services de gestion financière","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS06","Services de gestion de l'information","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS07","Services de la technologie de l'information","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS08","Services de gestion des biens immobiliers","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS09","Services de gestion du matériel","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Ressources naturelles (Ministère des)","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS0Z","Services de gestion des acquisitions","","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Énergie atomique du Canada, Limitée","BAA00","Laboratoires nucléaires","",,,"","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Énergie atomique du Canada, Limitée","BAB00","Déclassement nucléaire et gestion des déchets radioactifs","",,,"","","041 - Ressources naturelles (Ministère des)"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","BTJ00","Réglementation nucléaire","","BTJ01","Programme de cycle du combustible nucléaire","","","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","BTJ00","Réglementation nucléaire","","BTJ02","Programme des réacteurs nucléaires","","","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","BTJ00","Réglementation nucléaire","","BTJ03","Programme des substances nucléaires et de l'équipement réglementé","","","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","BTJ00","Réglementation nucléaire","","BTJ04","Programme de non prolifération nucléaire","","","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","BTJ00","Réglementation nucléaire","","BTJ05","Programme de renseignements scientifiques, réglementaires et publics","","","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Commission canadienne de sûreté nucléaire","ISS00","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes et/ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes d'un ministère. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",,,"","1 Ce ministère n'a pas à ventiler les dépenses relatives aux services internes en utilisant les codes de programmes spécifiques aux groupes suivants : services de gestion et de surveillance, services des communications, services juridiques, services de gestion des ressources humaines, services de gestion des finances, services de gestion de l'information, services des technologies de l'information, services de gestion des biens, services de gestion du matériel, services de gestion des acquisitions et autres services administratifs. Ce ministère utilisera strictement le code des services internes.","047 - Commission canadienne de sûreté nucléaire"
"Énergie et Ressources naturelles",,"Administration du pipe-line du Nord","BWQ00","Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l'Alaska","","BWQ01","Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l'Alaska","","","066 - Administration du pipe-line du Nord"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXT00","Surveillance de la sécurité et de l'environnement","","BXT01","Rendement des sociétés","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXT00","Surveillance de la sécurité et de l'environnement","","BXT02","Système de gestion et rendement du secteur","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXT00","Surveillance de la sécurité et de l'environnement","","BXT03","Gestion des situations d'urgence","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXT00","Surveillance de la sécurité et de l'environnement","","BXT04","Cadre de réglementation","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXU00","Information sur l'énergie","","BXU01","Information sur les filières énergétiques","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXU00","Information sur l'énergie","","BXU02","Information sur les pipelines","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXV00","Mobilisation","","BXV01","Mobilisation des parties prenantes","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXV00","Mobilisation","","BXV02","Mobilisation des Autochtones","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","BXY00","Processus décisionnel","","BXY01","Demandes relatives aux infrastructures, aux droits et aux exportations","","","195 - Régie canadienne de l'énergie"
"Énergie et Ressources naturelles",,"Régie canadienne de l'énergie","ISS00","Services internes","Les services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des services internes utilisé. Ces services sont : services de gestion des acquisitions, services de communication, services de gestion financière, services de gestion des ressources humaines, services de gestion de l'information, services de technologie de l'information, services juridiques, services de gestion du matériel, services de gestion et de surveillance et services de gestion des biens immobiliers.",,,"","","195 - Régie canadienne de l'énergie"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGR00","Prendre des mesures visant la croissance propre et les changements climatiques","","BGR01","Croissance propre et atténuation des changements climatiques","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGR00","Prendre des mesures visant la croissance propre et les changements climatiques","","BGR02","Action internationale sur l'environnement et le climat","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGR00","Prendre des mesures visant la croissance propre et les changements climatiques","","BGR03","Adaptation aux changements climatiques","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGS00","Prévention et gestion de la pollution","","BGS01","Qualité de l'air","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGS00","Prévention et gestion de la pollution","","BGS02","Qualité de l'eau et partenariat sur les ecosystèmes","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGS00","Prévention et gestion de la pollution","","BGS03","Communauté et durabilité","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGS00","Prévention et gestion de la pollution","","BGS04","Santé des écosystèmes aquatiques et gestion des substances et des déchets","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGS00","Prévention et gestion de la pollution","","BGS05","Promotion de la conformité et application de la loi - Pollution","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT01","Espèces en péril","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT02","Oiseaux migrateurs et autres espèces sauvages","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT03","Conservation et protection des habitats","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT04","Politiques et partenariats sur la biodiversité","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT05","Évaluation environnementale","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGT00","Préservation de la nature","","BGT06","Promotion de la conformité et application de la loi - Faune","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGU00","Prévisions des conditions météorologiques et environnementales","","BGU01","Observations, prévisions et avertissements météorologiques et environnementaux","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","BGU00","Prévisions des conditions météorologiques et environnementales","","BGU02","Services hydrologiques","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS11","Services de gestion et de surveillance","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS12","Services de communication","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS13","Services juridiques","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS14","Services de gestion des ressources humaines","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS15","Services de gestion financière","","","007 - Environnement (Ministère de l')"
"Environnement et Changement climatique",,"Environnement (Ministère de l')","ISS10","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont: Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.","ISS16","Services de gestion de l'information","","","007 - Environnement (Ministère de l')"
