Ministry_name-Portefeuilleministériel_nom,Other-than-budgetary-expenditures_Autres-que-depenses-budgetaires,EntityDept_name_Eng-EntitéMin_nom_ang,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_code_PROG,ProgramorCoreResponsibility_name-ProgrammeouResponsabilitéessentielle_nom_PROG,ProgramorCoreResponsibility-ProgrammeouResponsabilitéessentielle_description_PROG,ProgramInventory-Répertoiredesprogrammes_code_PROG,ProgramInventory_name-Répertoiredesprogrammes_nom_PROG,ProgramInventory-Répertoiredesprogrammes_description_PROG,Notes,Department_specific-Particulier_au_ministère
"Finance",,"Finance (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","006 - Finance (Department of)"
"Finance",,"Office of the Auditor General","BGX00","Legislative Auditing","","BGX01","Legislative Audit","","","002 - Office of the Auditor General"
"Finance",,"Financial Consumer Agency of Canada","BUT00","Protection of financial consumers","","BUT01","Supervision and Enforcement","","","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Consumer Agency of Canada","BUT00","Protection of financial consumers","","BUT02","Research, Policy and Education","","","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Consumer Agency of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","141 - Financial Consumer Agency of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUW00","Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations","","BUW01","Compliance Program","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUW00","Compliance with Anti-Money Laundering and Anti-Terrorism Financing Legislation and Regulations","","BUW02","Strategic Policy and Reviews","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUX00","Production and Dissemination of Financial Intelligence","","BUX01","Financial Intelligence Program","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","BUX00","Production and Dissemination of Financial Intelligence","","BUX02","Strategic Intelligence, Research and Analytics","","","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Financial Transactions and Reports Analysis Centre of Canada","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","139 - Financial Transactions and Reports Analysis Centre of Canada"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","","BVN01","Risk Assessment and Intervention – Federally Regulated Financial Institutions","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","","BVN02","Regulation and Guidance of Federally Regulated Financial Institutions","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","","BVN03","Regulatory Approvals and Legislative Precedents","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVN00","Financial Institution and Pension Plan Regulation and Supervision","","BVN04","Federally Regulated Private Pension Plans","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","BVO00","Actuarial Services to Federal Government Organizations","","BVO01","Actuarial Valuation and Advice","","","011 - Office of the Superintendent of Financial Institutions"
"Finance",,"Office of the Superintendent of Financial Institutions","ISS00","Internal services ","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",,,"","1 This department is not required to use specific program codes to allocate the internal service expenses between the following groups: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Other Administrative Services. This department will exclusively use the internal services code.","011 - Office of the Superintendent of Financial Institutions"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF01","Fisheries Management","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF02","Aboriginal Programs and Treaties","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF03","Aquaculture Management","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF04","Salmonid Enhancement","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF05","International Engagement","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF06","Small Craft Harbours","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF07","Conservation and Protection","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF08","Aquatic Animal Health","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF09","Biotechnology and Genomics","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF10","Aquaculture Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF11","Fisheries Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF12","Economics and Statistics","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTF00","Fisheries","","BTF13","Fish and Seafood Sector","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG01","Fish and Fish Habitat Protection","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG02","Aquatic Invasive Species","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG03","Species at Risk","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG04","Marine Planning and Conservation","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG05","Aquatic Ecosystem Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTG00","Aquatic Ecosystems","","BTG06","Oceans and Climate Change Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH01","Icebreaking Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH02","Aids to Navigation","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH03","Waterways Management","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH04","Marine Communications and Traffic Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH05","Shore-based Asset Readiness","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTH00","Marine Navigation","","BTH06","Hydrographic Services, Data and Science","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI01","Search and Rescue","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI02","Marine Environmental and Hazards Response","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI03","Maritime Security","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI04","Fleet Operational Capability","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI05","Fleet Maintenance","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI06","Fleet Procurement","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","BTI00","Marine Operations and Response","","BTI07","Canadian Coast Guard College","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS01","Management and Oversight Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS02","Communications Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS03","Legal Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS05","Financial Management Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS06","Information Management Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS07","Information Technology Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS08","Real Property Management Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS09","Materiel Management Services","","","086 - Fisheries and Oceans (Department of)"
"Fisheries, Oceans and the Canadian Coast Guard",,"Fisheries and Oceans (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS0Z","Acquisition Management Services","","","086 - Fisheries and Oceans (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB01","International Policy Coordination","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB03","Multilateral Policy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB04","International Law","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB05","The Office of Protocol","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB06","Europe, Arctic, Middle East and Maghreb Policy & Diplomacy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB07","Americas Policy & Diplomacy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB08","Asia Pacific Policy & Diplomacy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB09","Sub-Saharan Africa Policy & Diplomacy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB10","Geographic Coordination and Mission Support","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB19","International Security Policy and Diplomacy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVB00","International Advocacy and Diplomacy","","BVB20","International Assistance Policy","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC01","Trade Policy, Agreements, Negotiations and Disputes","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC02","Trade Controls","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC03","International Business Development","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC04","International Innovation and Investment","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC05","Europe, Arctic, Middle East and Maghreb Trade","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC06","Americas Trade","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC07","Asia Pacific Trade","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVC00","Trade and Investment","","BVC08","Sub-Saharan Africa Trade","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD01","International Assistance Operations","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD02","Humanitarian Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD03","Partnerships for Development Innovation","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD04","Multilateral International Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD05","Peace and Stabilization Operations","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD06","Anti-Crime and Counter-Terrorism Capacity Building","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD07","Weapons Threat Reduction","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD08","Canada Fund for Local Initiatives","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD09","Europe, Arctic, Middle East and Maghreb International Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD10","Americas International Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD11","Asia Pacific International Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD12","Sub-Saharan Africa International Assistance","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD13","Grants and Contributions Policy and Operations","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVD00","Development, Peace and Security Programming","","BVD14","Office of Human Rights, Freedom and Inclusion (OHRFI) Programming","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVE00","Help for Canadians Abroad","","BVE01","Consular Assistance and Services for Canadians Abroad","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVE00","Help for Canadians Abroad","","BVE02","Emergency Preparedness and Response","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF01","Platform Corporate Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF02","Foreign Service Directives","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF03","Client Relations and Mission Operations","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF04","Locally Engaged Staff Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF05","Real Property Planning and Stewardship","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF06","Real Property Project Delivery, Professional and Technical Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF07","Mission Readiness and Security","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","BVF00","Support for Canada's Presence Abroad","","BVF08","Mission Network IM/IT","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS01","Management and Oversight Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS02","Communications Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS03","Legal Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
"Global Affairs",,"Foreign Affairs, Trade and Development (Department of)","ISS00","Internal services","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.","ISS04","Human Resources Management Services","","","005 - Foreign Affairs, Trade and Development (Department of)"
