fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2021-2022;130;SRV02890;EML;729.0;729.0;0.0
2021-2022;132;2110;TEL;4082.0;4082.0;0.0
2021-2022;132;2286;OTH;1232.0;1476.0;244.0
2021-2022;132;2287;OTH;122.0;155.0;33.0
2021-2022;132;2290;OTH;1395.0;1395.0;0.0
2021-2022;132;2291;TEL;6610.0;6610.0;0.0
2021-2022;132;659;OTH;68.0;70.0;2.0
2021-2022;132;660;OTH;861.0;922.0;61.0
2021-2022;132;661;OTH;340.0;410.0;70.0
2021-2022;132;662;OTH;762.0;784.0;22.0
2021-2022;132;663;OTH;143.0;169.0;26.0
2021-2022;133;1050;ONL;0.0;0.0;0.0
2021-2022;133;1064;ONL;141.0;141.0;0.0
2021-2022;133;1064;OTH;59.0;80.0;21.0
2021-2022;133;1065;EML;184.0;184.0;0.0
2021-2022;133;1065;OTH;53.0;53.0;0.0
2021-2022;133;1066;ONL;2299.0;2849.0;550.0
2021-2022;134;1260;ONL;2320.0;2620.0;300.0
2021-2022;134;1521;OTH;0.0;0.0;0.0
2021-2022;134;1576;EML;1000.0;1000.0;0.0
2021-2022;134;1578;ONL;10747.0;12497.0;1750.0
2021-2022;134;1588;POST;155.0;161.0;6.0
2021-2022;134;1640;ONL;2788.0;2800.0;12.0
2021-2022;134;1641;ONL;0.0;0.0;0.0
2021-2022;134;1643;ONL;1364.0;1364.0;0.0
2021-2022;134;1644;ONL;301.0;301.0;0.0
2021-2022;134;1645;ONL;473.0;473.0;0.0
2021-2022;134;1647;ONL;1236.0;1236.0;0.0
2021-2022;134;1670;EML;3741.0;7876.0;4135.0
2021-2022;134;1672;OTH;0.0;0.0;0.0
2021-2022;134;1673;OTH;0.0;0.0;0.0
2021-2022;134;1673;POST;0.0;0.0;0.0
2021-2022;134;1709;ONL;3674.0;3965.0;291.0
2021-2022;134;1711;ONL;1615.0;1700.0;85.0
2021-2022;134;2574;ONL;2330.0;2874.0;544.0
2021-2022;134;2577;EML;26.0;27.0;1.0
2021-2022;134;2585;ONL;110.0;111.0;1.0
2021-2022;134;2586;ONL;43.0;44.0;1.0
2021-2022;134;2587;ONL;32.0;32.0;0.0
2021-2022;134;2588;ONL;115.0;116.0;1.0
2021-2022;134;2589;ONL;157166.0;157418.0;252.0
2021-2022;134;2590;ONL;12.0;12.0;0.0
2021-2022;134;2592;ONL;26.0;30.0;4.0
2021-2022;134;2593;ONL;4.0;4.0;0.0
2021-2022;134;2595;EML;1.0;1.0;0.0
2021-2022;134;2596;ONL;153.0;158.0;5.0
2021-2022;134;2597;ONL;32.0;36.0;4.0
2021-2022;134;2598;EML;100.0;124.0;24.0
2021-2022;134;2600;EML;352.0;375.0;23.0
2021-2022;134;2601;ONL;162.0;352.0;190.0
2021-2022;134;2602;EML;175.0;179.0;4.0
2021-2022;134;2603;ONL;18.0;18.0;0.0
2021-2022;134;2605;ONL;26.0;26.0;0.0
2021-2022;134;2607;EML;10.0;10.0;0.0
2021-2022;134;2610;EML;68.0;68.0;0.0
2021-2022;134;2611;ONL;67.0;91.0;24.0
2021-2022;134;2612;ONL;325.0;439.0;114.0
2021-2022;134;2613;ONL;99.0;107.0;8.0
2021-2022;134;2614;ONL;283.0;332.0;49.0
2021-2022;134;2616;EML;24.0;27.0;3.0
2021-2022;134;2618;ONL;73.0;87.0;14.0
2021-2022;134;2619;EML;71.0;77.0;6.0
2021-2022;134;SRV02913;ONL;33.0;33.0;0.0
2021-2022;134;SRV02915;EML;37.0;40.0;3.0
2021-2022;134;SRV02918;ONL;4.0;7.0;3.0
2021-2022;134;SRV02919;EML;39.0;41.0;2.0
2021-2022;134;SRV02920;EML;40.0;42.0;2.0
2021-2022;134;SRV02921;EML;8.0;8.0;0.0
2021-2022;134;SRV02922;EML;7.0;7.0;0.0
2021-2022;134;SRV02923;EML;601.0;601.0;0.0
2021-2022;134;SRV02936;EML;342.0;354.0;12.0
2021-2022;134;SRV02939;OTH;3912.0;3912.0;0.0
2021-2022;135;2297;ONL;40.0;43.0;3.0
2021-2022;135;2300;ONL;785.0;1047.0;262.0
2021-2022;135;278;ONL;4.0;4.0;0.0
2021-2022;135;280;ONL;22.0;22.0;0.0
2021-2022;135;282;ONL;79.0;82.0;3.0
2021-2022;135;283;ONL;1.0;2.0;1.0
2021-2022;135;284;ONL;3.0;7.0;4.0
2021-2022;135;288;ONL;29.0;31.0;2.0
2021-2022;135;335;ONL;165.0;175.0;10.0
2021-2022;135;337;ONL;371.0;386.0;15.0
2021-2022;135;339;ONL;1.0;2.0;1.0
2021-2022;135;341;ONL;15.0;19.0;4.0
2021-2022;135;344;ONL;200.0;290.0;90.0
2021-2022;135;351;ONL;13.0;14.0;1.0
2021-2022;135;352;ONL;49.0;57.0;8.0
2021-2022;135;353;ONL;0.0;0.0;0.0
2021-2022;135;354;ONL;0.0;0.0;0.0
2021-2022;135;355;ONL;0.0;0.0;0.0
2021-2022;135;767;ONL;15.0;17.0;2.0
2021-2022;135;775;ONL;32.0;41.0;9.0
2021-2022;135;795;ONL;100.0;103.0;3.0
2021-2022;135;810;ONL;28.0;30.0;2.0
2021-2022;135;811;ONL;92.0;93.0;1.0
2021-2022;135;813;ONL;0.0;0.0;0.0
2021-2022;135;814;ONL;1.0;1.0;0.0
2021-2022;135;815;ONL;30.0;30.0;0.0
2021-2022;135;816;ONL;32.0;32.0;0.0
2021-2022;135;817;ONL;4.0;4.0;0.0
2021-2022;135;818;EML;35.0;45.0;10.0
2021-2022;135;818;OTH;0.0;0.0;0.0
2021-2022;135;838;EML;1780.0;1800.0;20.0
2021-2022;135;838;TEL;100.0;100.0;0.0
2021-2022;135;882;ONL;88.0;97.0;9.0
2021-2022;135;SRV02765;ONL;48.0;50.0;2.0
2021-2022;135;SRV02766;ONL;0.0;0.0;0.0
2021-2022;135;SRV02776;ONL;1.0;1.0;0.0
2021-2022;136;10;ONL;8894.0;9822.0;928.0
2021-2022;136;1095;OTH;14145634.0;14145634.0;0.0
2021-2022;136;1103;EML;0.0;0.0;0.0
2021-2022;136;1130;EML;440.0;440.0;0.0
2021-2022;136;1144;OTH;828360.0;1017284.0;188924.0
2021-2022;136;1147;EML;3938.0;4274.0;336.0
2021-2022;136;13;TEL;6250.0;7170.0;920.0
2021-2022;136;2259;PERSON;100.0;100.0;0.0
2021-2022;136;843;EML;10900.0;10900.0;0.0
2021-2022;136;844;EML;0.0;0.0;0.0
2021-2022;136;870;ONL;358285.0;416003.0;57718.0
2021-2022;136;870;OTH;47589.0;49586.0;1997.0
2021-2022;136;871;ONL;3287.0;3287.0;0.0
2021-2022;136;871;OTH;47589.0;49586.0;1997.0
2021-2022;136;872;OTH;48864.0;50872.0;2008.0
2021-2022;136;900;OTH;48992.0;49991.0;999.0
2021-2022;136;900;TEL;416834.0;496231.0;79397.0
2021-2022;136;902;OTH;395148082.0;395187601.0;39519.0
2021-2022;136;902;TEL;29220381.0;29299651.0;79270.0
2021-2022;136;903;OTH;363.0;370.0;7.0
2021-2022;136;904;OTH;47349385.0;48315699.0;966314.0
2021-2022;136;905;OTH;19.0;19.0;0.0
2021-2022;136;906;OTH;100.0;100.0;0.0
2021-2022;136;908;ONL;8664.0;8664.0;0.0
2021-2022;136;910;OTH;143.0;145.0;2.0
2021-2022;136;914;EML;2343.0;2343.0;0.0
2021-2022;136;940;OTH;760.0;3661.0;2901.0
2021-2022;136;960;EML;1193.0;1482.0;289.0
2021-2022;137;1208;EML;44.0;50.0;6.0
2021-2022;137;1995;TEL;4198.0;4583.0;385.0
2021-2022;137;2007;ONL;23234.0;23468.0;234.0
2021-2022;137;2038;OTH;91.0;98.0;7.0
2021-2022;137;2094;ONL;0.0;0.0;0.0
2021-2022;137;2095;ONL;0.0;0.0;0.0
2021-2022;137;243;ONL;29.0;46.0;17.0
2021-2022;137;245;ONL;14.0;14.0;0.0
2021-2022;137;247;ONL;678.0;678.0;0.0
2021-2022;137;2505;OTH;2.0;2.0;0.0
2021-2022;137;254;ONL;0.0;0.0;0.0
2021-2022;137;255;EML;23.0;23.0;0.0
2021-2022;137;263;EML;149.0;179.0;30.0
2021-2022;137;263;ONL;54.0;54.0;0.0
2021-2022;137;263;POST;0.0;0.0;0.0
2021-2022;137;263;TEL;7.0;7.0;0.0
2021-2022;137;265;EML;0.0;0.0;0.0
2021-2022;137;267;ONL;0.0;0.0;0.0
2021-2022;137;268;ONL;0.0;0.0;0.0
2021-2022;137;687;ONL;2103.0;2190.0;87.0
2021-2022;137;688;ONL;10071.0;10220.0;149.0
2021-2022;137;689;ONL;63142.0;64807.0;1665.0
2021-2022;137;950;EML;270.0;270.0;0.0
2021-2022;137;950;TEL;2.0;2.0;0.0
2021-2022;137;977;OTH;90.0;90.0;0.0
2021-2022;137;979;ONL;2.0;2.0;0.0
2021-2022;137;985;OTH;12.0;13.0;1.0
2021-2022;137;986;OTH;2982.0;3606.0;624.0
2021-2022;137;987;OTH;2775.0;2828.0;53.0
2021-2022;137;988;OTH;185.0;191.0;6.0
2021-2022;137;SRV02751;TEL;0.0;0.0;0.0
2021-2022;137;SRV02792;ONL;0.0;0.0;0.0
2021-2022;137;SRV02793;ONL;30.0;31.0;1.0
2021-2022;137;SRV02795;ONL;0.0;0.0;0.0
2021-2022;137;SRV02798;EML;1.0;1.0;0.0
2021-2022;137;SRV02800;EML;0.0;0.0;0.0
2021-2022;137;SRV02866;ONL;0.0;0.0;0.0
2021-2022;138;1536;OTH;159.0;163.0;4.0
2021-2022;138;1538;OTH;3.0;3.0;0.0
2021-2022;138;1539;OTH;1.0;2.0;1.0
2021-2022;138;1540;OTH;0.0;0.0;0.0
2021-2022;138;1541;OTH;0.0;0.0;0.0
2021-2022;138;1542;OTH;1.0;1.0;0.0
2021-2022;138;1543;OTH;451.0;465.0;14.0
2021-2022;138;1564;OTH;197.0;198.0;1.0
2021-2022;138;1567;OTH;1997.0;7016.0;5019.0
2021-2022;138;1579;OTH;125.0;129.0;4.0
2021-2022;138;1581;ONL;1147.0;1166.0;19.0
2021-2022;138;1584;OTH;529.0;535.0;6.0
2021-2022;138;1585;OTH;24.0;25.0;1.0
2021-2022;138;1586;OTH;12.0;12.0;0.0
2021-2022;138;1587;OTH;36.0;36.0;0.0
2021-2022;138;1589;OTH;4.0;4.0;0.0
2021-2022;138;1590;OTH;1.0;1.0;0.0
2021-2022;138;1591;OTH;1.0;1.0;0.0
2021-2022;138;1592;OTH;1.0;2.0;1.0
2021-2022;138;1593;OTH;0.0;0.0;0.0
2021-2022;138;1594;OTH;2.0;3.0;1.0
2021-2022;138;1595;OTH;2.0;2.0;0.0
2021-2022;138;1596;OTH;7.0;8.0;1.0
2021-2022;138;1612;OTH;20.0;20.0;0.0
2021-2022;138;1614;OTH;0.0;8178.0;8178.0
2021-2022;138;1616;OTH;72.0;73.0;1.0
2021-2022;138;1620;OTH;5208.0;7761.0;2553.0
2021-2022;138;1621;OTH;6.0;6.0;0.0
2021-2022;138;1622;OTH;0.0;65242.0;65242.0
2021-2022;138;1623;OTH;0.0;0.0;0.0
2021-2022;138;1624;OTH;86.0;87.0;1.0
2021-2022;138;1632;OTH;18.0;22.0;4.0
2021-2022;138;1634;OTH;77.0;77.0;0.0
2021-2022;138;1635;OTH;1.0;1.0;0.0
2021-2022;138;1636;OTH;1.0;1.0;0.0
2021-2022;138;1637;OTH;652.0;839.0;187.0
2021-2022;138;1638;OTH;2566.0;2865.0;299.0
2021-2022;138;1648;OTH;22127.0;27675.0;5548.0
2021-2022;138;1649;ONL;350.0;350.0;0.0
2021-2022;138;1649;OTH;3934.0;4666.0;732.0
2021-2022;138;1655;OTH;620.0;894.0;274.0
2021-2022;138;1659;OTH;738.0;767.0;29.0
2021-2022;138;1660;OTH;4067.0;4719.0;652.0
2021-2022;138;2055;OTH;95917.0;121613.0;25696.0
2021-2022;138;2070;OTH;1.0;1.0;0.0
2021-2022;138;2073;OTH;1.0;1.0;0.0
2021-2022;138;2074;OTH;17.0;17.0;0.0
2021-2022;138;2075;OTH;22.0;22.0;0.0
2021-2022;138;2076;OTH;19.0;19.0;0.0
2021-2022;138;2085;OTH;16.0;16.0;0.0
2021-2022;138;2363;OTH;0.0;0.0;0.0
2021-2022;138;2364;OTH;473.0;525.0;52.0
2021-2022;138;2367;OTH;37.0;37.0;0.0
2021-2022;138;2371;OTH;0.0;0.0;0.0
2021-2022;138;2372;OTH;13.0;14.0;1.0
2021-2022;138;2373;OTH;8.0;8.0;0.0
2021-2022;138;SRV02955;OTH;674.0;861.0;187.0
2021-2022;138;SRV02956;OTH;0.0;0.0;0.0
2021-2022;138;SRV02957;OTH;0.0;0.0;0.0
2021-2022;138;SRV02958;OTH;22.0;22.0;0.0
2021-2022;138;SRV02959;OTH;22.0;22.0;0.0
2021-2022;139;1257;OTH;18922.0;41264.0;22342.0
2021-2022;139;1264;OTH;940.0;1049.0;109.0
2021-2022;139;1269;OTH;217.0;237.0;20.0
2021-2022;139;1270;OTH;14406.0;14406.0;0.0
2021-2022;139;1271;OTH;14260.0;14260.0;0.0
2021-2022;139;1273;OTH;97.0;104.0;7.0
2021-2022;139;1277;OTH;311.0;311.0;0.0
2021-2022;139;1279;OTH;15346.0;15346.0;0.0
2021-2022;139;1280;OTH;155.0;175.0;20.0
2021-2022;139;1281;OTH;757.0;830.0;73.0
2021-2022;139;1283;OTH;1235.0;1260.0;25.0
2021-2022;139;1368;OTH;15.0;25.0;10.0
2021-2022;139;1419;OTH;4605.0;6976.0;2371.0
2021-2022;139;1561;OTH;1507.0;5838.0;4331.0
2021-2022;139;1973;OTH;352.0;462.0;110.0
2021-2022;139;1996;OTH;3743.0;3917.0;174.0
2021-2022;139;2005;OTH;3266.0;4633.0;1367.0
2021-2022;139;2375;TEL;293432.0;373938.0;80506.0
2021-2022;140;21;EML;627.0;646.0;19.0
2021-2022;140;21;ONL;9166.0;9449.0;283.0
2021-2022;140;22;OTH;503.0;524.0;21.0
2021-2022;141;849;OTH;58.0;58.0;0.0
2021-2022;141;851;ONL;423.0;423.0;0.0
2021-2022;141;851;OTH;2810.0;3900.0;1090.0
2021-2022;150;2158;EML;2755.0;2869.0;114.0
2021-2022;151;907;OTH;2382.0;3826.0;1444.0
2021-2022;151;907;TEL;7628.0;7628.0;0.0
2021-2022;152;172;OTH;6055.0;6960.0;905.0
2021-2022;152;195;ONL;1900.0;2159.0;259.0
2021-2022;174;31;OTH;20673.0;48041.0;27368.0
2021-2022;174;32;OTH;10168.0;11124.0;956.0
2021-2022;174;426;OTH;2561.0;3162.0;601.0
2021-2022;174;427;OTH;1085.0;1201.0;116.0
2021-2022;174;428;OTH;6254.0;6352.0;98.0
2021-2022;174;429;OTH;0.0;0.0;0.0
2021-2022;199;1854;OTH;0.0;0.0;0.0
2021-2022;199;1867;ONL;0.0;0.0;0.0
2021-2022;199;1868;ONL;0.0;0.0;0.0
2021-2022;199;2545;ONL;0.0;0.0;0.0
2021-2022;210;423;EML;0.0;0.0;0.0
2021-2022;210;423;FAX;0.0;0.0;0.0
2021-2022;210;423;PERSON;0.0;0.0;0.0
2021-2022;210;423;POST;0.0;0.0;0.0
2021-2022;210;423;TEL;0.0;0.0;0.0
2021-2022;221;2013;ONL;0.0;0.0;0.0
2021-2022;221;2014;EML;18.0;18.0;0.0
2021-2022;221;2023;ONL;16.0;16.0;0.0
2021-2022;221;290;ONL;0.0;0.0;0.0
2021-2022;221;291;ONL;13.0;14.0;1.0
2021-2022;221;292;ONL;198.0;199.0;1.0
2021-2022;221;293;ONL;11.0;11.0;0.0
2021-2022;221;294;ONL;12.0;16.0;4.0
2021-2022;221;296;OTH;44.0;44.0;0.0
2021-2022;221;299;OTH;5.0;5.0;0.0
2021-2022;221;304;OTH;0.0;0.0;0.0
2021-2022;221;309;OTH;72.0;72.0;0.0
2021-2022;221;314;OTH;537.0;567.0;30.0
2021-2022;221;315;OTH;26.0;26.0;0.0
2021-2022;223;1506;OTH;0.0;0.0;0.0
2021-2022;223;1526;OTH;0.0;0.0;0.0
2021-2022;223;1728;OTH;0.0;0.0;0.0
2021-2022;223;2641;EML;0.0;0.0;0.0
2021-2022;223;2642;EML;0.0;0.0;0.0
2021-2022;227;1892;POST;8510.0;8585.0;75.0
2021-2022;227;1899;EML;6.0;6.0;0.0
2021-2022;227;1931;EML;7.0;7.0;0.0
2021-2022;227;1931;POST;7.0;7.0;0.0
2021-2022;228;1275;ONL;6148.0;6587.0;439.0
2021-2022;228;1339;TEL;7562.0;8504.0;942.0
2021-2022;228;1549;OTH;733.0;733.0;0.0
2021-2022;228;1550;OTH;0.0;0.0;0.0
2021-2022;228;1551;OTH;2820.0;3180.0;360.0
2021-2022;228;1552;OTH;1141.0;1240.0;99.0
2021-2022;228;1553;OTH;15183.0;17002.0;1819.0
2021-2022;228;1556;OTH;38.0;38.0;0.0
2021-2022;228;1557;OTH;0.0;1344.0;1344.0
2021-2022;228;1558;OTH;3511.0;3657.0;146.0
2021-2022;228;1677;ONL;98000000.0;100000000.0;2000000.0
2021-2022;228;2568;EML;129.0;130.0;1.0
2021-2022;230;169;ONL;10636.0;10642.0;6.0
2021-2022;230;690;EML;182.0;207.0;25.0
2021-2022;230;691;ONL;13.0;14.0;1.0
2021-2022;230;757;ONL;9253.0;9796.0;543.0
2021-2022;230;758;ONL;2388.0;2522.0;134.0
2021-2022;230;759;EML;2.0;18.0;16.0
2021-2022;237;2376;OTH;970.0;1450.0;480.0
2021-2022;237;2377;OTH;841.0;952.0;111.0
2021-2022;237;2378;OTH;1475.0;1557.0;82.0
2021-2022;238;SRV02829;OTH;0.0;0.0;0.0
2021-2022;238;SRV02849;OTH;0.0;0.0;0.0
2021-2022;238;SRV02850;OTH;0.0;0.0;0.0
2021-2022;238;SRV02851;OTH;0.0;0.0;0.0
2021-2022;238;SRV02852;OTH;0.0;0.0;0.0
2021-2022;238;SRV02853;OTH;0.0;0.0;0.0
2021-2022;238;SRV02855;OTH;0.0;0.0;0.0
2021-2022;238;SRV02856;OTH;0.0;0.0;0.0
2021-2022;238;SRV02857;OTH;0.0;0.0;0.0
2021-2022;246;2104;ONL;445.0;483.0;38.0
2021-2022;246;2105;ONL;196.0;206.0;10.0
2021-2022;246;2106;ONL;146.0;149.0;3.0
2021-2022;247;1823;TEL;0.0;0.0;0.0
2021-2022;247;1824;ONL;0.0;0.0;0.0
2021-2022;247;1825;TEL;0.0;0.0;0.0
2021-2022;253;1220;OTH;784.0;813.0;29.0
2021-2022;253;1228;OTH;1.0;1.0;0.0
2021-2022;253;1249;OTH;711.0;711.0;0.0
2021-2022;253;1251;OTH;18.0;18.0;0.0
2021-2022;253;1326;PERSON;6.0;8.0;2.0
2021-2022;253;1328;OTH;43.0;49.0;6.0
2021-2022;256;2275;ONL;0.0;1855.0;1855.0
2021-2022;256;2539;EML;0.0;7.0;7.0
2021-2022;256;2550;EML;0.0;46.0;46.0
2021-2022;256;2552;EML;0.0;111.0;111.0
2021-2022;256;2553;EML;0.0;105.0;105.0
2021-2022;256;2554;ONL;485.0;793.0;308.0
2021-2022;256;2556;ONL;60.0;358.0;298.0
2021-2022;26;1548;OTH;522.0;522.0;0.0
2021-2022;26;664;ONL;253644.0;265533.0;11889.0
2021-2022;26;665;POST;88.0;275.0;187.0
2021-2022;26;667;ONL;8186.0;8186.0;0.0
2021-2022;26;668;POST;491.0;491.0;0.0
2021-2022;26;669;PERSON;559884.0;579943.0;20059.0
2021-2022;26;679;TEL;487694.0;866241.0;378547.0
2021-2022;26;680;OTH;1293.0;1310.0;17.0
2021-2022;26;719;OTH;3149.0;3149.0;0.0
2021-2022;26;723;OTH;922.0;941.0;19.0
2021-2022;26;728;ONL;107636.0;156690.0;49054.0
2021-2022;26;728;PERSON;5208823.0;5348966.0;140143.0
2021-2022;26;731;POST;4.0;6.0;2.0
2021-2022;26;733;POST;37.0;37.0;0.0
2021-2022;26;734;POST;83.0;86.0;3.0
2021-2022;26;737;POST;2176.0;2291.0;115.0
2021-2022;26;740;POST;26.0;35.0;9.0
2021-2022;26;741;POST;1.0;1.0;0.0
2021-2022;26;742;EML;42.0;42.0;0.0
2021-2022;26;743;POST;125754.0;125754.0;0.0
2021-2022;26;744;POST;86960.0;159208.0;72248.0
2021-2022;26;745;POST;670.0;745.0;75.0
2021-2022;26;746;POST;1908.0;2267.0;359.0
2021-2022;26;748;OTH;5555.0;6098.0;543.0
2021-2022;26;749;OTH;4906.0;6307.0;1401.0
2021-2022;26;750;OTH;890.0;1123.0;233.0
2021-2022;26;755;EML;10822.0;10945.0;123.0
2021-2022;263;955;EML;2275.0;2500.0;225.0
2021-2022;266;1821;EML;0.0;0.0;0.0
2021-2022;266;1821;ONL;34.0;128.0;94.0
2021-2022;266;1821;POST;0.0;0.0;0.0
2021-2022;278;SRV02950;ONL;21587.0;21587.0;0.0
2021-2022;278;SRV02951;ONL;700.0;700.0;0.0
2021-2022;280;1132;OTH;60103.0;66528.0;6425.0
2021-2022;280;1142;PERSON;3.0;3.0;0.0
2021-2022;280;1720;OTH;24.0;24.0;0.0
2021-2022;280;1870;OTH;82.0;82.0;0.0
2021-2022;280;1870;TEL;186.0;186.0;0.0
2021-2022;280;2254;OTH;5000.0;5000.0;0.0
2021-2022;280;2265;ONL;28.0;34.0;6.0
2021-2022;280;2267;PERSON;10439.0;10439.0;0.0
2021-2022;280;2268;TEL;159468.0;159468.0;0.0
2021-2022;280;2293;TEL;567314.0;709142.0;141828.0
2021-2022;280;2294;TEL;258082.0;322603.0;64521.0
2021-2022;280;2295;TEL;52937.0;66171.0;13234.0
2021-2022;280;888;OTH;4072.0;4154.0;82.0
2021-2022;280;890;OTH;255.0;255.0;0.0
2021-2022;280;891;ONL;430.0;452.0;22.0
2021-2022;280;892;OTH;331.0;357.0;26.0
2021-2022;280;895;OTH;0.0;86.0;86.0
2021-2022;280;896;OTH;170.0;466.0;296.0
2021-2022;280;898;TEL;27167.0;33959.0;6792.0
2021-2022;280;899;OTH;4169.0;4169.0;0.0
2021-2022;282;1176;EML;1064.0;1071.0;7.0
2021-2022;282;1180;ONL;1491.0;1546.0;55.0
2021-2022;282;1195;EML;34516.0;35992.0;1476.0
2021-2022;282;1195;TEL;10098.0;10574.0;476.0
2021-2022;282;1202;ONL;1325.0;1903.0;578.0
2021-2022;282;1397;OTH;137.0;171.0;34.0
2021-2022;295;1866;OTH;51500.0;53600.0;2100.0
2021-2022;295;1872;EML;12924.0;13322.0;398.0
2021-2022;295;1872;FAX;12924.0;13322.0;398.0
2021-2022;295;1872;POST;12924.0;13322.0;398.0
2021-2022;295;1872;TEL;12924.0;13322.0;398.0
2021-2022;295;1873;EML;90643.0;90812.0;169.0
2021-2022;295;1873;FAX;90643.0;90812.0;169.0
2021-2022;295;1873;POST;90643.0;90812.0;169.0
2021-2022;295;1873;TEL;90643.0;90812.0;169.0
2021-2022;295;2454;TEL;0.0;2918.0;2918.0
2021-2022;295;926;ONL;391057.0;460815.0;69758.0
2021-2022;295;926;POST;391057.0;460815.0;69758.0
2021-2022;295;927;OTH;977.0;980.0;3.0
2021-2022;295;929;OTH;0.0;621183.0;621183.0
2021-2022;296;1472;OTH;0.0;0.0;0.0
2021-2022;305;15;ONL;0.0;63370.0;63370.0
2021-2022;305;1849;ONL;0.0;0.0;0.0
2021-2022;305;1989;ONL;0.0;774.0;774.0
2021-2022;305;34;ONL;0.0;10449.0;10449.0
2021-2022;305;36;ONL;0.0;172084.0;172084.0
2021-2022;305;37;ONL;0.0;8570530.0;8570530.0
2021-2022;305;46;ONL;0.0;839.0;839.0
2021-2022;305;47;ONL;0.0;31.0;31.0
2021-2022;305;48;ONL;0.0;10812.0;10812.0
2021-2022;305;8;ONL;0.0;4754.0;4754.0
2021-2022;306;173;EML;2826.0;3197.0;371.0
2021-2022;306;173;ONL;4896.0;6398.0;1502.0
2021-2022;306;178;ONL;6592.0;8116.0;1524.0
2021-2022;306;178;OTH;4336.0;5096.0;760.0
2021-2022;306;357;OTH;1541.0;1685.0;144.0
2021-2022;306;425;OTH;1471.0;1491.0;20.0
2021-2022;306;655;ONL;8001.0;8001.0;0.0
2021-2022;313;1002;ONL;334.0;369.0;35.0
2021-2022;313;1046;ONL;12.0;12.0;0.0
2021-2022;313;1047;ONL;4.0;4.0;0.0
2021-2022;313;1299;EML;176000.0;193712.0;17712.0
2021-2022;313;1309;EML;23.0;25.0;2.0
2021-2022;313;1317;ONL;12.0;12.0;0.0
2021-2022;313;1318;ONL;4.0;4.0;0.0
2021-2022;313;1319;ONL;24.0;24.0;0.0
2021-2022;313;1320;ONL;12.0;12.0;0.0
2021-2022;313;1321;ONL;5.0;5.0;0.0
2021-2022;313;1327;ONL;24.0;24.0;0.0
2021-2022;313;1330;OTH;470.0;470.0;0.0
2021-2022;313;1343;OTH;276.0;286.0;10.0
2021-2022;313;1351;ONL;1.0;1.0;0.0
2021-2022;313;1352;OTH;8664.0;9120.0;456.0
2021-2022;313;1353;OTH;456.0;480.0;24.0
2021-2022;313;1354;OTH;4811.0;4988.0;177.0
2021-2022;313;1414;ONL;168.0;173.0;5.0
2021-2022;313;995;ONL;88.0;240.0;152.0
2021-2022;326;1347;EML;76.0;78.0;2.0
2021-2022;326;1347;OTH;386.0;428.0;42.0
2021-2022;326;1348;EML;40033.0;40190.0;157.0
2021-2022;326;1350;EML;48.0;51.0;3.0
2021-2022;326;2016;EML;3294.0;3457.0;163.0
2021-2022;326;2017;ONL;130.0;130.0;0.0
2021-2022;326;2022;ONL;4.0;5.0;1.0
2021-2022;326;2035;EML;406.0;406.0;0.0
2021-2022;326;2036;EML;138.0;150.0;12.0
2021-2022;326;2239;ONL;4.0;4.0;0.0
2021-2022;326;2242;ONL;1.0;1.0;0.0
2021-2022;326;2253;EML;440.0;450.0;10.0
2021-2022;326;SRV02815;ONL;1019.0;1019.0;0.0
2021-2022;333;53;OTH;1225.0;3514.0;2289.0
2021-2022;348;1366;ONL;0.0;447.0;447.0
2021-2022;348;1367;TEL;50465.0;50465.0;0.0
2021-2022;348;1528;EML;0.0;1100.0;1100.0
2021-2022;348;1534;ONL;0.0;0.0;0.0
2021-2022;348;1778;ONL;0.0;363000.0;363000.0
2021-2022;348;1778;OTH;23146000.0;23900000.0;754000.0
2021-2022;348;1804;ONL;29264.0;65225.0;35961.0
2021-2022;348;1805;ONL;34764.0;43026.0;8262.0
2021-2022;348;2041;OTH;2953.0;2953.0;0.0
2021-2022;348;2043;OTH;30.0;30.0;0.0
2021-2022;348;2047;EML;0.0;0.0;0.0
2021-2022;348;2047;PERSON;10000.0;10582.0;582.0
2021-2022;348;2047;POST;15000.0;16844.0;1844.0
2021-2022;348;2047;TEL;0.0;0.0;0.0
2021-2022;348;2048;OTH;51811.0;51811.0;0.0
2021-2022;348;2058;EML;695.0;869.0;174.0
2021-2022;348;2058;TEL;370.0;462.0;92.0
2021-2022;348;2060;ONL;0.0;0.0;0.0
2021-2022;46;1097;ONL;20816026.0;22863847.0;2047821.0
2021-2022;46;1097;POST;1507725.0;1596809.0;89084.0
2021-2022;46;1098;ONL;3568369.0;3657761.0;89392.0
2021-2022;46;1099;ONL;7120954.0;7392455.0;271501.0
2021-2022;46;1100;POST;821.0;969.0;148.0
2021-2022;46;1101;ONL;2341615.0;2572328.0;230713.0
2021-2022;46;1104;POST;94.0;107.0;13.0
2021-2022;46;1105;TEL;0.0;0.0;0.0
2021-2022;46;1106;TEL;0.0;0.0;0.0
2021-2022;46;1107;ONL;0.0;0.0;0.0
2021-2022;46;1107;POST;0.0;0.0;0.0
2021-2022;46;1108;OTH;0.0;0.0;0.0
2021-2022;46;1111;OTH;0.0;0.0;0.0
2021-2022;46;1112;OTH;0.0;0.0;0.0
