service_id;service_name_en;service_name_fr;fiscal_yr;department_en;department_fr;org_id
1783;Supplementary Health Benefits- Funding;Prestations de santé supplémentaires – Prestation directe de services.;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1784;Ministerial and Deputy Correspondance;Correspondance ministérielle et du sous-ministre;2018-2019;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1785;Access to Information and Privacy (ATIP);Accès à l'information et protection des renseignements personnels (AIPRP);2019-2020;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1786;Primary Health Care: Clinical and Client Care - Direct Service Delivery;Soins de santé primaires : soins cliniques et soins aux clients – prestation de services directe;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1789;Media Enquiries;Relations des médias;2019-2020;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1790;Public Enquiries;Requêtes du public;2019-2020;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1791;Primary Health Care: Clinical and Client Care - Funding;Soins de santé primaires : soins cliniques et soins aux clients – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1792;"FSWEP; Inventory of student employment opportunities in Public Service";Programme fédéral d'expérience de travail étudiant: Répertoire des possibilités d'emploi pour étudiants dans la fonction publique;2023-2024;Public Service Commission of Canada;Commission de la fonction publique du Canada;282
1793;"Research Affiliate Program (RAP); Job opportunities for post-secondary students";Programme des adjoints de recherche: Offres d'emploi pour les étudiants de niveau postsecondaire;2023-2024;Public Service Commission of Canada;Commission de la fonction publique du Canada;282
1794;"PSR; Job opportunities for college and university graduates";Programme de recrutement postsecondaire: Possibilités d'emploi pour les diplômés des collèges et des universités;2023-2024;Public Service Commission of Canada;Commission de la fonction publique du Canada;282
1795;Home and Long-Term Care: Home & Community Care -  Direct Service Delivery;Soins à domicile et de longue durée : Soins à domicile et en milieu communautaire – Prestation directe de services;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1796;"Recruitment of Policy Leaders (RPL); Job opportunities for professionals, academics and scientist";Recrutement de leaders en politiques: Opportunités d'emplois pour les professionnels, diplômés universitaires et les scientifiques;2023-2024;Public Service Commission of Canada;Commission de la fonction publique du Canada;282
1797;Home and Long-Term Care: Home and Community Care - Funding;Soins à domicile et de longue durée : Soins à domicile et en milieu communautaire – – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1798;Primary Health Care: Community Oral Health Services - Direct Service Delivery;Soins de santé primaires : Services communautaires de santé bucco-dentaire – Prestation directe de services;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1799;Primary Health Care: Community Oral Health Services - Funding;Soins de santé primaires : Services communautaires de santé bucco-dentaire – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
18;"Learning Services ; access to the School's learning products";"Services d'apprentissage; accès aux produits d'apprentissage de l'école";2023-2024;Canada School of Public Service;École de la fonction publique du Canada;47
1800;Public Health Promotion and Disease Prevention Direct Service Delivery;Prestation directe de services de promotion de la santé publique et de prévention des maladies;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1801;Public Health Promotion and Disease Prevention Services Funding;Financement des services de promotion de la santé publique et de prévention des maladies;2022-2023;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1802;Public Health Protection and Disease Prevention: Environmental Public Health - Direct Service Delivery;Protection de la santé publique et prévention des maladies : Hygiène du milieu - Prestation directe de services;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1803;Public Health Protection and Disease Prevention: Environmental Public Health - Funding;Protection de la santé publique et prévention des maladies : Hygiène du milieu -Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1804;Jordan's Principle: Direct Service Delivery;Principe de Jordan: Prestation directe de services;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1805;Jordan's Principle: Funds for Coordination under Canadian Human Rights Tribunal (CHRT 41);Principe de Jordan :Fonds de coordination pour le Tribunal canadien des droits de la personne (TCDP 41);2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1806;Public Health Promotion and Disease Prevention: Mental Wellness - Funding;Promotion de la santé publique et prévention des maladies: Bien-être mental – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1807;Public Health Promotion and Disease Prevention: Healthy Child Development - Funding;Promotion de la santé publique et prévention des maladies : développement sain des enfants - Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1808;Public Health Promotion and Disease Prevention: Healthy Living - Funding;Promotion de la santé publique et prévention des maladies: Modes de vie sains - financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1809;Public Health Promotion and Disease Prevention: Communicable Disease Control and Management - Funding;Promotion et prévention des maladies : Contrôle et gestion des maladies transmissibles - Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1810;Health Systems Support: Health Human Resources - Funding;Soutien aux systèmes de santé : Ressources humaines en santé – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1811;Community Infrastructure: Health Facilities-Funding;Financement-Infrastructure communautaire : Établissements de santé;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1812;Primary Health Care : eHealth Infostructure - Funding;Soins de santé primaires : Infostructure de cybersanté - Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1813;Health Systems Support: Health Planning, Quality Management and Systems Integration - Funding;Soutien aux systèmes de santé : planification des soins de santé, gestion de la qualité et intégration des systèmes - Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1814;Health Systems Support: British Columbia Tripartite and Health Systems Transformations - Funding;Soutien aux systèmes de santé : transformations tripartites et des systèmes de santé de la Colombie-Britannique – Financement;2023-2024;Department of Indigenous Services;Ministère des Services aux Autochtones;348
1817;Logistical services for FPT Conferences;Service de Logistique pour conférences FPT;2023-2024;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;76
1818;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;2021-2022;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539
1821;Access to information and privacy requests;Accès à l'information et protection des renseignements personnels;2021-2022;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;266
1822;Public and media enquiries;Demandes de renseignements du public et des médias;2023-2024;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;266
1823;Investigate Federal Offender Concerns;Enquêter sur les préoccupations des délinquants fédéraux;2023-2024;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;247
1824;Access to Information and Privacy;Demande de d'accès à l'information et aux renseignements personnels;2023-2024;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;247
1825;Public and Media Enquiries;Demandes du publique et des médias;2023-2024;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;247
1827;Building Canada Fund - Major Infrastructure Component (BCF-MIC);Fonds Chantiers Canada - Volet Grandes Infrastructures (FCC-VGI);2018-2019;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1828;New Building Canada Fund (NBCF) - National Infrastructure Component (NIC);Nouveau Fonds Chantiers Canada (NFCC) - Volet Infrastructures Nationales (VIN);2019-2020;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1829;Green Infrastructure Fund (GIF);Fonds d'infrastructure verte (FIV);2018-2019;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1830;Toronto Waterfront Revitalization Initiative (TWRI);Infrastructure Canada et l'Initiative de revitalisation du secteur riverain de Toronto;2018-2019;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1831;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;2019-2020;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98
1832;SECURITAS;SECURITAS;2022-2023;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98
1833;Independent safety investigations;Enquêtes indépendantes de sécurité;2022-2023;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98
1834;Smart Cities Community Support Program;Programme de soutien aux collectivités sur les villes intelligentes;2018-2019;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237
1835;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;2020-2021;Farm Products Council of Canada;Conseil des produits agricoles du Canada;222
1836;Evaluation Services and Learning Division;Direction des services à l’évaluation et de l’apprentissage;2020-2021;Global Affairs Canada;Affaires mondiales Canada;126
1837;Canada Periodical Fund - Aid to Publishers - Magazines;Fonds du Canada pour les périodiques - Aide aux éditeurs - magazines;2023-2024;Canadian Heritage;Patrimoine canadien;122
1839;Evaluation Division;Division de l'évaluation;2020-2021;Global Affairs Canada;Affaires mondiales Canada;126
1840;Canadian economic sanctions;Sanctions économiques canadiennes;2019-2020;Global Affairs Canada;Affaires mondiales Canada;126
1844;Public Opinion Research Report (PORR);Rapports de recherches sur l'opinion publique (RROP);2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1845;Disposition Authorizations;Autorisations de disposition;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1848;International Standard Book Number - ISBN;Numéro international normalisé du livre - ISBN;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1849;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;2021-2022;Shared Services Canada;Services partagés Canada;305
1850;International Standard Music Number - ISMN;Numéro international normalisé de la musique - ISMN;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1851;International Standard Serial Number - ISSN;Numéro international normalisé des publications en série - ISSN;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1854;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
1855;Travel Information Program;Programme de renseignements aux voyageurs;2023-2024;Global Affairs Canada;Affaires mondiales Canada;126
1856;Consular Assistance and Services for Canadians Abroad;Assistance consulaire et services pour les Canadiens à l'étranger;2023-2024;Global Affairs Canada;Affaires mondiales Canada;126
1857;International trade and investment;Commerce international et investissements;2021-2022;Global Affairs Canada;Affaires mondiales Canada;126
1858;Importing into Canada;Importation au Canada;2019-2020;Global Affairs Canada;Affaires mondiales Canada;126
1859;International innovation;Innovation de portée internationale;2021-2022;Global Affairs Canada;Affaires mondiales Canada;126
1860;Trade Commissioner Service;Service des délégués commerciaux;2020-2021;Global Affairs Canada;Affaires mondiales Canada;126
1861;Canadian Technology Accelerators;Accélérateurs technologiques canadiens;2021-2022;Global Affairs Canada;Affaires mondiales Canada;126
1862;Public Enquiries;Demande d'informations parvenant du public;2023-2024;Canadian Intergovernmental Conference Secretariat;Secrétariat des conférences intergouvernementales canadiennes;76
1863;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;2021-2022;Copyright Board Canada;Commission du droit d'auteur Canada;114
1866;Law Enforcement Records Checks;Vérification des dossiers policiers;2023-2024;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295
1867;Copy Services;Services de copies;2023-2024;Library and Archives Canada;Bibliothèque et Archives Canada;199
1868;Documentary Heritage Communities Program - DHCP;Programme pour les collectivités du patrimoine documentaire - PCPD;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1869;Reference;Référence;2022-2023;Library and Archives Canada;Bibliothèque et Archives Canada;199
1870;Ship Sanitation Inspections;Inspections sanitaires de navire;2023-2024;Public Health Agency of Canada;Agence de la santé publique du Canada;280
1871;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;2019-2020;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;151
1872;Canadian Firearms Program (CFP) - Support to Law Enforcement;Programme canadien des armes à feu (PCAF)  - Aide aux forces de l'ordre;2023-2024;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295
1873;Canadian Firearms Program (CFP) - Firearms Registration;Programme canadien des armes à feu (PCAF) - Enregistrement des armes à feu;2023-2024;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295
1874;ATIP;AIPRP;2021-2022;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;93
1875;Canada's National Do Not Call List;Liste nationale de numéros de télécommunication exclus du Canada;2023-2024;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;93
1876;Voter Contact Registry;Registre de communication avec les élécteurs;2023-2024;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;93
1877;Payment of judges' salaries and allowance claims;Paiement des salaires et indemnités des juges;2022-2023;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1879;Administration of the federal judicial appointment process;Administration du processus de nomination des juges fédérale;2023-2024;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1880;Judges' Language Training;Formation linguistique des juges;2023-2024;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1881;Federal Courts Reports;Recueil des décisions des Cours fédérales;2023-2024;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1882;Review judges' conduct complaints;Examiner les plaintes relatives à la conduite des juges;2023-2024;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1884;Accreditation services for events;Services d'accreditation pour les événements;2023-2024;Global Affairs Canada;Affaires mondiales Canada;126
1885;Event logistical services for media;Services logistiques pour les média lors d'événements;2019-2020;Global Affairs Canada;Affaires mondiales Canada;126
1886;Ex gratia compensation program for events;Programme d'indemnisation à titre gracieux lors d'événements;2022-2023;Global Affairs Canada;Affaires mondiales Canada;126
1887;Client Services;Services à la clientèle;2023-2024;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;93
1888;Women Entrepreneurship Fund;Fonds pour les femmes en entrepreneuriat;2018-2019;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130
1889;Administration of JUDICOM;Administration de JUDICOM;2023-2024;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240
1892;Application for Record Suspension;Demande de suspension du casier;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1893;Application for Clemency;Demande de clémence;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1894;Decision Registry Requests;Demande d'accès au Registre des décisions;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1895;Request to Attend a Hearing;Demande pour assister à une audience;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1896;Access to Information Requests;Demande d'accès à l'information;2021-2022;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1897;Services for Victims:  Providing information and registration services to victims;Services aux victimes : Prestation de services d’information et d’inscription aux victimes;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1898;Services for Victims:  Providing Audio Recordings to Registered Victims;Services aux victimes : Accès aux enregistrements sonores par les victimes inscrites;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1899;Victims Complaints Mechanism;Mécanisme de plainte des victimes;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
19;Enterprise Requested Delivery;Demandes de livraison en organisation;2020-2021;Canada School of Public Service;École de la fonction publique du Canada;47
1900;Application for Expungement;Demande de radiation;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1901;Canada Book Fund - Support for Publishers- Business Development;Fonds du livre du Canada - Soutien aux éditeurs - développement des entreprises;2023-2024;Canadian Heritage;Patrimoine canadien;122
1902;Creative Export Canada;Exporation créative Canada;2023-2024;Canadian Heritage;Patrimoine canadien;122
1903;Canada Music Fund;Fonds de la musique du Canada;2020-2021;Canadian Heritage;Patrimoine canadien;122
1904;Canadian Film or Video Production Tax Credit;Crédit d'impôt pour production cinématographique ou magnétoscopique canadienne;2023-2024;Canadian Heritage;Patrimoine canadien;122
1905;Film or Video Production Services Tax Credit;Crédit d'impôt pour services de production cinématographique ou magnétoscopique;2023-2024;Canadian Heritage;Patrimoine canadien;122
1906;Canada Arts Training Fund;Fonds du Canada pour la formation dans le secteur des arts;2023-2024;Canadian Heritage;Patrimoine canadien;122
1907;Canada Cultural Investment Fund - Strategic Initiatives;Fonds du Canada pour l'investissement en culture - Initiatives stratégiques;2023-2024;Canadian Heritage;Patrimoine canadien;122
1908;Canada Arts Presentation Fund - Professional Arts Festivals and Performing Arts Series Presenters;Fonds du Canada pour la présentation des arts - Festivals artistiques et diffuseurs de saisons de spectacles professionnels;2023-2024;Canadian Heritage;Patrimoine canadien;122
1909;Canada Cultural Spaces Fund;Fonds du Canada pour les espaces culturels;2023-2024;Canadian Heritage;Patrimoine canadien;122
1910;Celebration and Commemoration - Celebrate Canada;Célébrations et commémorations - Le Canada en fête;2023-2024;Canadian Heritage;Patrimoine canadien;122
1911;Museums Assistance - Access to Heritage;Aide aux musées - Accès au patrimoine;2023-2024;Canadian Heritage;Patrimoine canadien;122
1912;Building Communities through Arts and Heritage - Local Festivals;Développement des communautés par le biais des arts et du patrimoine - Festivals locaux;2023-2024;Canadian Heritage;Patrimoine canadien;122
1913;Canada History Fund;Fonds pour l’histoire du Canada;2023-2024;Canadian Heritage;Patrimoine canadien;122
1915;Canadian Conservation Institute and Canadian Heritage Information Network - Conservation Services;Institut canadien de conservation et Réseau canadien d'information sur le patrimoine - Services de conservation;2023-2024;Canadian Heritage;Patrimoine canadien;122
1916;Canadian Conservation Institute and Canadian Heritage Information Network;Institut canadien de conservation et Réseau canadien d'information sur le patrimoine;2021-2022;Canadian Heritage;Patrimoine canadien;122
1917;Privacy Act Requests;Demandes en vertu de la Loi sur la protection des renseignements personnels.;2021-2022;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1919;Support and assistance to athletes;Soutien et aide aux athlètes;2018-2019;Canadian Heritage;Patrimoine canadien;122
192;RCMP- Contract & Indigenous Policing (C & IP);(GRC) Services de police contractuels et autochtones (SPCA);2022-2023;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295
1920;Support for Hosting - Canada Games;Soutien pour l'acceuil - Jeux du Canada;2023-2024;Canadian Heritage;Patrimoine canadien;122
1921;Sport Support - National Sport Organization;Soutien au sport - Organismes nationaux de sport;2023-2024;Canadian Heritage;Patrimoine canadien;122
1922;Indigenous Languages and Cultures - Indigenous Languages;Langues et cultures autochtones - Langues autochtones;2023-2024;Canadian Heritage;Patrimoine canadien;122
1923;Multiculturalism and Anti-Racism Initiatives - Events;Multiculturalisme et la lutte contre le racisme - Événements;2023-2024;Canadian Heritage;Patrimoine canadien;122
1924;Development of Official-Language Communities – Cooperation with the Community Sector;Développement des communautés de langue officielle - Collaboration avec le secteur communautaire;2023-2024;Canadian Heritage;Patrimoine canadien;122
1925;Enhancement of Official Languages – Cooperation with the Non-Governmental Sector;Mise en valeur des langues officielles - Collaboration avec le secteur non gouvernemental;2023-2024;Canadian Heritage;Patrimoine canadien;122
1928;Access to Information requests;Accès à l'information et protection des renseignements personnels;2021-2022;Canadian Heritage;Patrimoine canadien;122
1929;Privacy Requests;Demandes de protection des renseignements personnels;2021-2022;Canadian Heritage;Patrimoine canadien;122
1931;Decision Registry: Research Requests;Registre des décisions:  Demandes de recherche;2023-2024;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227
1932;Status Confirmation Service (controlled substances);Service de confirmation du statut (substances désignées);2023-2024;Health Canada;Santé Canada;127
1933;Importation of designated devices;Importation d'instruments désignés;2019-2020;Health Canada;Santé Canada;127
1934;Pharmacy Referrals to Provincial Regulatory Authorities for situations of non-co;Renvois aux autorités réglementaires provinciales pour les pharmacies en situations de non-conformité;2020-2021;Health Canada;Santé Canada;127
1935;Referrals to Law Enforcement;Renvois aux organismes d'application de la loi;2020-2021;Health Canada;Santé Canada;127
1936;Approval of retained controlled substances by law enforcement;Approbation des substances désignées retenues par les organismes d'application de la loi;2019-2020;Health Canada;Santé Canada;127
1937;Responding to enquiries from law enforcement;Répondre aux demandes des organismes d'application de la loi (Demandes d'état et ordres de production);2023-2024;Health Canada;Santé Canada;127
1938;Responding to enquiries from external stakeholders;Répondre aux demandes des parties prenantes externes;2023-2024;Health Canada;Santé Canada;127
1939;Responding to enquiries from internal stakeholders;Répondre aux demandes des parties prenantes internes;2019-2020;Health Canada;Santé Canada;127
1940;Pre-Licence Inspection Packages;Trousses d'inspection pré-licence;2019-2020;Health Canada;Santé Canada;127
1941;Notices of Restriction for Pharmacists and Practitioners;Avis de restriction pour les pharmaciens et practiciens;2023-2024;Health Canada;Santé Canada;127
1942;Substance Use and Addictions Program;Programme sur l'usage et les dépendances aux substances;2019-2020;Health Canada;Santé Canada;127
1943;Import-Export Permits;Permis d’importation-exportation;2023-2024;Health Canada;Santé Canada;127
1944;Issuance of Industrial Hemp Import and Export Permits under the Cannabis Act and;Délivrance des permis d’importation et d’exportation de chanvre industriel en vertu de la Loi sur le cannabis et de ses règlements;2020-2021;Health Canada;Santé Canada;127
1945;Issuance of licence for Analytical Testing under the Cannabis Act and its Regula;Délivrance de licences d'essais analytiques en vertu de la Loi sur le cannabis et de ses règlements;2020-2021;Health Canada;Santé Canada;127
1946;Issuance of Cannabis Drug Licences under the Cannabis Act and its Regulations;Délivrance de licences de drogues contenant du cannabis en vertu de la Loi sur le cannabis et de ses règlements;2020-2021;Health Canada;Santé Canada;127
1947;Industrial Hemp Licences;Licences liée au chanvre industriel;2023-2024;Health Canada;Santé Canada;127
1948;Issuance of licence for Research under the Cannabis Act and its Regulations;Délivrance de licences de recherche en vertu de la Loi sur le cannabis et de ses règlements;2020-2021;Health Canada;Santé Canada;127
1949;Exemptions under the Cannabis Act;Exemptions en vertu de la Loi sur le cannabis;2023-2024;Health Canada;Santé Canada;127
195;Money Services Businesses (MSBs) Registry - Registration;Registre des entreprises de services monétaires (ESM) – Inscription;2023-2024;Financial Transactions and Reports Analysis Centre of Canada;Centre d'analyse des opérations et déclarations financières du Canada;152
1950;Tobacco Control Program - Enquiries and Complaints;Programme de lutte au tabagisme - Demandes et plaintes;2023-2024;Health Canada;Santé Canada;127
1951;Compliance Promotion Activities;Activité de promotion de la conformité;2019-2020;Health Canada;Santé Canada;127
1952;Review, assess and action compliance issues related to cannabis and hemp;Examiner, évaluer et traiter les questions de conformité liées au cannabis et au chanvre;2023-2024;Health Canada;Santé Canada;127
1953;Cannabis Product Recalls;Rappels de produits du cannabis;2023-2024;Health Canada;Santé Canada;127
1954;Initial Licensing;Octroi de licences initiales;2023-2024;Health Canada;Santé Canada;127
1955;Renewals and Amendments;Renouvellements et modifications;2023-2024;Health Canada;Santé Canada;127
1956;Security;Sécurité;2023-2024;Health Canada;Santé Canada;127
1957;Personal Registration Certificates;Certificats d’inscription personnelle;2023-2024;Health Canada;Santé Canada;127
1958;Client Services - Call Centre, Cannabis, Correspondence;Services à la clientèle — Centre d’appels, cannabis, correspondance;2023-2024;Health Canada;Santé Canada;127
1959;Email: cannabis@canada.ca;Le courriel: cannabis@canada.ca;2020-2021;Health Canada;Santé Canada;127
1960;Cannabis Police Services;Services  à la clientèle - Services policiers relatifs au cannabis;2023-2024;Health Canada;Santé Canada;127
1961;Issuance of Licences for controlled substances and precursor chemicals under the Controlled Drugs and Substances Act and its Regulations (New, Renewal, Amendment) (CSCB);Délivrance de licences pour des substances réglementées et des précurseurs chimiques en vertu de la loi sur les drogues et les substances réglementées et de ses règlements (nouvelles licences, renouvellements, modifications) (DGSCC);2023-2024;Health Canada;Santé Canada;127
1962;Issuance of Import and Export Permits for Controlled  Substances and Chemical Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB);Délivrance de licences d'importation et d'exportation de substances réglementées et de précurseurs chimiques en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC);2023-2024;Health Canada;Santé Canada;127
1963;Issuance of Registrations for Class B Precursors;Inscriptions de précurseurs chimiques de catégorie B;2023-2024;Health Canada;Santé Canada;127
1964;Issuance of Authorization Certificates for Preparations or Mixtures of Class A or Class B Precursors under the Controlled Drugs and Substances Act and its Regulations (CSCB);Délivrance de certificats d'autorisation pour les préparations ou mélanges de précurseurs de classe A ou B en vertu de la loi réglementant certaines drogues et autres substances et de son règlement d'application (DGSCC);2023-2024;Health Canada;Santé Canada;127
1965;Exemptions to conduct research with controlled substances including clinical trials;Exemptions relatives a la recherche incluant les essais cliniques;2023-2024;Health Canada;Santé Canada;127
1966;Exemptions to operate a supervised consumption site;Exemptions relatives aux sites de consommation supervisée;2023-2024;Health Canada;Santé Canada;127
1967;Issuance of Test Kit Registrations under the Controlled Drugs and Substances Act and its Regulations;Octroi d'enregistrements de nécessaires d'essai pour les substances désignées;2023-2024;Health Canada;Santé Canada;127
1968;Investor Services - Government Liaison;To be provided;2018-2019;Invest in Canada Hub;Investir au Canada;347
1969;Investor Services - Proposals and Information Gathering;To be provided;2018-2019;Invest in Canada Hub;Investir au Canada;347
1970;Investors Services - Advice and Support;To be provided;2018-2019;Invest in Canada Hub;Investir au Canada;347
1971;Marketing - Outreach;To be provided;2018-2019;Invest in Canada Hub;Investir au Canada;347
1972;Communications - Public & Media Inquiries;To be provided;2018-2019;Invest in Canada Hub;Investir au Canada;347
1973;Honours and Awards;Décorations et citations;2023-2024;Veterans Affairs Canada;Anciens Combattants Canada;139
1975;Canadian Centre for Climate Services;Centre canadien des services climatiques;2022-2023;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137
1976;Process Verification;Vérification des processus;2023-2024;Canadian Grain Commission;Commission canadienne des grains;69
1977;Licences;Délivrance de licences;2023-2024;Canadian Grain Commission;Commission canadienne des grains;69
1978;Safe Food for Canadians Licence;Licence relatives à la salubrité des aliments au Canada;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
1979;Access to Information Request;Demande d'accès à l'information;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
1980;AgriRisk: Microgrants;Initiatives Agri-risques: Microsubventions;2022-2023;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1
1981;AgriRisk: Research and Development Contribution Funding Stream;Initiatives Agri-risques: Volet de financement par contribution de recherche et développement;2022-2023;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1
1982;Laboratory Testing;L'analyse de laboratoire;2023-2024;Canadian Food Inspection Agency;Agence canadienne d'inspection des aliments;65
1984;Agricultural Clean Technology Program: Adoption Stream;Programme des technologies propres en agriculture;2023-2024;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1
1985;Local Food Infrastructure Fund;Fonds des infrastructures alimentaires locales;2023-2024;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1
1986;Dairy Direct Payment Program;Programme de paiements directs pour les producteurs laitiers;2022-2023;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1
1987;Solutions Integration Service;Service d'intégration des solutions;2023-2024;Shared Services Canada;Services partagés Canada;305
1988;Responses to Access to Information and Privacy;Réponses aux demandes en vertu de la Loi sur l’accès à l’information ou de la Loi sur la protection des renseignements personnels;2020-2021;Canadian Grain Commission;Commission canadienne des grains;69
1989;Conferencing Services;Services de conférence;2023-2024;Shared Services Canada;Services partagés Canada;305
1990;Statistical, Research and Technical Publications;Publications statistiques, scientifiques et techniques;2023-2024;Canadian Grain Commission;Commission canadienne des grains;69
1991;Harvest Sample Crop Quality Results (Unofficial Results);Programme d'échantillons de récolte (résultats non officiels);2023-2024;Canadian Grain Commission;Commission canadienne des grains;69
