service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
1818;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539;2018-2019;2021-2022;True
1821;Access to information and privacy requests;Accès à l'information et protection des renseignements personnels;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;266;2018-2019;2021-2022;True
1827;Building Canada Fund - Major Infrastructure Component (BCF-MIC);Fonds Chantiers Canada - Volet Grandes Infrastructures (FCC-VGI);Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237;2018-2019;2018-2019;True
1828;New Building Canada Fund (NBCF) - National Infrastructure Component (NIC);Nouveau Fonds Chantiers Canada (NFCC) - Volet Infrastructures Nationales (VIN);Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237;2018-2019;2019-2020;True
1829;Green Infrastructure Fund (GIF);Fonds d'infrastructure verte (FIV);Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237;2018-2019;2018-2019;True
1830;Toronto Waterfront Revitalization Initiative (TWRI);Infrastructure Canada et l'Initiative de revitalisation du secteur riverain de Toronto;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237;2018-2019;2018-2019;True
1831;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98;2018-2019;2019-2020;True
1832;SECURITAS;SECURITAS;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98;2018-2019;2022-2023;True
1833;Independent safety investigations;Enquêtes indépendantes de sécurité;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98;2018-2019;2022-2023;True
1834;Smart Cities Community Support Program;Programme de soutien aux collectivités sur les villes intelligentes;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;237;2018-2019;2018-2019;True
1835;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Farm Products Council of Canada;Conseil des produits agricoles du Canada;222;2018-2019;2020-2021;True
1836;Evaluation Services and Learning Division;Direction des services à l’évaluation et de l’apprentissage;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2020-2021;True
1839;Evaluation Division;Division de l'évaluation;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2020-2021;True
1840;Canadian economic sanctions;Sanctions économiques canadiennes;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2019-2020;True
1844;Public Opinion Research Report (PORR);Rapports de recherches sur l'opinion publique (RROP);Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1845;Disposition Authorizations;Autorisations de disposition;Library and Archives Canada;Bibliothèque et Archives Canada;199;2019-2020;2022-2023;True
1848;International Standard Book Number - ISBN;Numéro international normalisé du livre - ISBN;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1849;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Shared Services Canada;Services partagés Canada;305;2018-2019;2021-2022;True
1850;International Standard Music Number - ISMN;Numéro international normalisé de la musique - ISMN;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1851;International Standard Serial Number - ISSN;Numéro international normalisé des publications en série - ISSN;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1857;International trade and investment;Commerce international et investissements;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2021-2022;True
1858;Importing into Canada;Importation au Canada;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2019-2020;True
1859;International innovation;Innovation de portée internationale;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2021-2022;True
1860;Trade Commissioner Service;Service des délégués commerciaux;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2020-2021;True
1861;Canadian Technology Accelerators;Accélérateurs technologiques canadiens;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2021-2022;True
1863;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Copyright Board Canada;Commission du droit d'auteur Canada;114;2018-2019;2021-2022;True
1868;Documentary Heritage Communities Program - DHCP;Programme pour les collectivités du patrimoine documentaire - PCPD;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1869;Reference;Référence;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2022-2023;True
1871;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;Financial Consumer Agency of Canada;Agence de la consommation en matière financière du Canada;151;2018-2019;2019-2020;True
1874;ATIP;AIPRP;Canadian Radio-television and Telecommunications Commission;Conseil de la radiodiffusion et des télécommunications canadiennes;93;2018-2019;2021-2022;True
1877;Payment of judges' salaries and allowance claims;Paiement des salaires et indemnités des juges;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;240;2018-2019;2022-2023;True
1885;Event logistical services for media;Services logistiques pour les média lors d'événements;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2019-2020;True
1886;Ex gratia compensation program for events;Programme d'indemnisation à titre gracieux lors d'événements;Global Affairs Canada;Affaires mondiales Canada;126;2018-2019;2022-2023;True
1888;Women Entrepreneurship Fund;Fonds pour les femmes en entrepreneuriat;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2018-2019;True
1896;Access to Information Requests;Demande d'accès à l'information;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227;2018-2019;2021-2022;True
1903;Canada Music Fund;Fonds de la musique du Canada;Canadian Heritage;Patrimoine canadien;122;2018-2019;2020-2021;True
1916;Canadian Conservation Institute and Canadian Heritage Information Network;Institut canadien de conservation et Réseau canadien d'information sur le patrimoine;Canadian Heritage;Patrimoine canadien;122;2018-2019;2021-2022;True
1917;Privacy Act Requests;Demandes en vertu de la Loi sur la protection des renseignements personnels.;Parole Board of Canada;Commission des libérations conditionnelles du Canada;227;2018-2019;2021-2022;True
1919;Support and assistance to athletes;Soutien et aide aux athlètes;Canadian Heritage;Patrimoine canadien;122;2018-2019;2018-2019;True
1928;Access to Information requests;Accès à l'information et protection des renseignements personnels;Canadian Heritage;Patrimoine canadien;122;2018-2019;2021-2022;True
1929;Privacy Requests;Demandes de protection des renseignements personnels;Canadian Heritage;Patrimoine canadien;122;2018-2019;2021-2022;True
192;RCMP- Contract & Indigenous Policing (C & IP);(GRC) Services de police contractuels et autochtones (SPCA);Royal Canadian Mounted Police;Gendarmerie royale du Canada;295;2018-2019;2022-2023;True
1933;Importation of designated devices;Importation d'instruments désignés;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1934;Pharmacy Referrals to Provincial Regulatory Authorities for situations of non-co;Renvois aux autorités réglementaires provinciales pour les pharmacies en situations de non-conformité;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1935;Referrals to Law Enforcement;Renvois aux organismes d'application de la loi;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1936;Approval of retained controlled substances by law enforcement;Approbation des substances désignées retenues par les organismes d'application de la loi;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1939;Responding to enquiries from internal stakeholders;Répondre aux demandes des parties prenantes internes;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1940;Pre-Licence Inspection Packages;Trousses d'inspection pré-licence;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1942;Substance Use and Addictions Program;Programme sur l'usage et les dépendances aux substances;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1944;Issuance of Industrial Hemp Import and Export Permits under the Cannabis Act and;Délivrance des permis d’importation et d’exportation de chanvre industriel en vertu de la Loi sur le cannabis et de ses règlements;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1945;Issuance of licence for Analytical Testing under the Cannabis Act and its Regula;Délivrance de licences d'essais analytiques en vertu de la Loi sur le cannabis et de ses règlements;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1946;Issuance of Cannabis Drug Licences under the Cannabis Act and its Regulations;Délivrance de licences de drogues contenant du cannabis en vertu de la Loi sur le cannabis et de ses règlements;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1948;Issuance of licence for Research under the Cannabis Act and its Regulations;Délivrance de licences de recherche en vertu de la Loi sur le cannabis et de ses règlements;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1951;Compliance Promotion Activities;Activité de promotion de la conformité;Health Canada;Santé Canada;127;2018-2019;2019-2020;True
1959;Email: cannabis@canada.ca;Le courriel: cannabis@canada.ca;Health Canada;Santé Canada;127;2018-2019;2020-2021;True
1968;Investor Services - Government Liaison;To be provided;Invest in Canada Hub;Investir au Canada;347;2018-2019;2018-2019;True
1969;Investor Services - Proposals and Information Gathering;To be provided;Invest in Canada Hub;Investir au Canada;347;2018-2019;2018-2019;True
1970;Investors Services - Advice and Support;To be provided;Invest in Canada Hub;Investir au Canada;347;2018-2019;2018-2019;True
1971;Marketing - Outreach;To be provided;Invest in Canada Hub;Investir au Canada;347;2018-2019;2018-2019;True
1972;Communications - Public & Media Inquiries;To be provided;Invest in Canada Hub;Investir au Canada;347;2018-2019;2018-2019;True
1975;Canadian Centre for Climate Services;Centre canadien des services climatiques;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2019-2020;2022-2023;True
1980;AgriRisk: Microgrants;Initiatives Agri-risques: Microsubventions;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2019-2020;2022-2023;True
1981;AgriRisk: Research and Development Contribution Funding Stream;Initiatives Agri-risques: Volet de financement par contribution de recherche et développement;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2019-2020;2022-2023;True
1986;Dairy Direct Payment Program;Programme de paiements directs pour les producteurs laitiers;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2019-2020;2022-2023;True
1988;Responses to Access to Information and Privacy;Réponses aux demandes en vertu de la Loi sur l’accès à l’information ou de la Loi sur la protection des renseignements personnels;Canadian Grain Commission;Commission canadienne des grains;69;2019-2020;2020-2021;True
1992;Climate Change Funding Programs - Energy Savings Rebate program;Programme de remises écoénergétiques;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2019-2020;2020-2021;True
1993;Climate Change Funding Programs - Climate Action Incentive Fund - SME;Fonds d’incitation à l’action pour le climat - PME;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2019-2020;2020-2021;True
1994;Climate Change Funding Programs - Climate Action Incentive Fund - MUSH;Fonds d’incitation à l’action pour le climat - MUEH;Environment and Climate Change Canada;Environnement et Changement climatique Canada;137;2019-2020;2020-2021;True
19;Enterprise Requested Delivery;Demandes de livraison en organisation;Canada School of Public Service;École de la fonction publique du Canada;47;2018-2019;2020-2021;True
2008;State funeral;Funérailles d'État;Canadian Heritage;Patrimoine canadien;122;2019-2020;2021-2022;True
2017;Management Accountability Framework;Cadre de responsabilisation de gestion;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;326;2019-2020;2022-2023;True
2018;General Inquiries;Demandes générales;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;539;2019-2020;2022-2023;True
2025;Provision of Grants and Contributions;Octroi de subventions et de contributions;Canadian Heritage;Patrimoine canadien;122;2019-2020;2021-2022;True
2034;GC Talent Cloud;Nuage de talents du GC;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;326;2019-2020;2020-2021;True
2054;Interdepartmental Procurement Strategy for Aboriginal Businesses;Stratégie interministérielle d’approvisionnement auprès des entreprises autochtones;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2019-2020;2019-2020;True
2055;Incentives for Zero-Emission Vehicles Program;Le programme incitatifs pour l'achat de véhicules zéro émission;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2057;Operation and Maintenance of First Nations and Inuit Health Facilities;Fonctionnement et l’entretien des établissements de santé des Premières Nations et des Inuits;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2019-2020;2022-2023;True
2067;Sustainable On-Reserve First Nation Community and Economic Development;Développement économique et communautaire durable des Premières Nations dans les réserves;Department of Indigenous Services;Ministère des Services aux Autochtones;348;2019-2020;2019-2020;True
2070;Program to Address Disturbances from Vessel Traffic: Vessel slowdown;Programme de lutte contre les perturbations causées par le trafic maritime : Ralentissement du navire;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2073;Program to Address Disturbances from Vessel Traffic: WhaleReport Alert System;Programme de lutte contre les perturbations causées par le trafic maritime : Système d'alerte de rapport de baleine WhaleAlert;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2074;Program to Protect Canada's Coastlines and Waterways: Abandoned Boats Program;Programme de protection du littoral et des voies navigables du Canada : Programme de bateaux abandonnés;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2075;Program to Protect Canada's Coastlines and Waterways: Indigenous and Local Commu;Programme de protection du littoral et des voies navigables du Canada : Programme de partenariat et de mobilisation des collectivités autochtones et locales;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2076;Program to Protect Canada's Coastlines and Waterways: Marine Training Program;Programme de protection du littoral et des voies navigables du Canada : Programme de formation dans le domaine maritime;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2077;MPA Activity Plan Application Process - Laurentian Channel MPA;Processus de demande d'activités pour la ZPM -  Laurentian Channel;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2019-2020;2022-2023;True
2078;MPA Activity Plan Application Process - Basin Head MPA;Processus de demande d'activités pour la ZPM -  Basin Head;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2019-2020;2022-2023;True
2079;MPA Activity Plan Application Process - Banc-des-Americains MPA;Processus de demande d'activités pour la ZPM -  Banc-des-Americains;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2019-2020;2022-2023;True
2085;Program to Protect Canada's Coastlines and Waterways: Program to Enhance Maritim;Programme de protection du littoral et des voies navigables du Canada : Programme de sensibilisation accrue aux activités maritimes;Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
2086;National Collision Database (NCDB);Base nationale de données sur les collisions (BNDC);Transport Canada;Transports Canada;138;2019-2020;2021-2022;True
20;High-performance Computing;Calcul de haute performance;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019;True
2101;Investment Support;Soutien en matière d'investissement;Invest in Canada Hub;Investir au Canada;347;2019-2020;2021-2022;True
2102;Introductions;Présentations;Invest in Canada Hub;Investir au Canada;347;2019-2020;2021-2022;True
2103;Roadmap;Feuille de route;Invest in Canada Hub;Investir au Canada;347;2019-2020;2021-2022;True
2107;Client initiated request to transfer the file between offices in Canada;Demande initiée par le client pour transférer le dossier entre des bureaux au Canada;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2019-2020;2021-2022;True
2108;Temporary Passport;Délivrance d'un passeport provisoire;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2019-2020;2021-2022;True
2109;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;Employment and Social Development Canada;Emploi et Développement social Canada;128;2019-2020;2020-2021;True
2116;Emergency Management Services;Services de gestion des urgences;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136;2019-2020;2019-2020;True
2117;Impact Assessment done by Review Panels;Évaluation d'impact par une commission d'examen;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2019-2020;2019-2020;True
2118;Impact Assessment done by Substitution;Évaluation d'impact par substitution;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2019-2020;2019-2020;True
2121;Impact Assessment done by the Agency;Évaluation d'impact réalisée par l'Agence;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;63;2019-2020;2019-2020;True
2123;Basic Organizational Capacity;Capacité organisationnelle de base;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2019-2020;2020-2021;True
2125;Consultation and Policy Development;Consultations et de l'élaboration des politiques;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2019-2020;2020-2021;True
2127;List of First Nations managing their lands under the First Nations Land Management Act;Liste des Premières Nations qui gèrent leur terres sous la Loi sur la gestion des terres des Premières Nations;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2019-2020;2022-2023;True
2131;Coordinate COVID-19 Funding Opportunities;Coordination des possibilités de financement liées à la COVID?19;Canadian Institutes of Health Research;Instituts de recherche en santé du Canada;74;2019-2020;2021-2022;True
2134;Canada Energy Regulator (CER)'s Emergency Response Procedures;Procedures d'intervention d'urgence de la Régie de l'énergie du Canada;Canada Energy Regulator;Régie de l'énergie du Canada;221;2019-2020;2020-2021;True
2141;Conservation management;Gestion de la conservation;Parks Canada;Parcs Canada;263;2019-2020;2020-2021;True
2144;Alerts and advisories;Alertes et avis;Parks Canada;Parcs Canada;263;2019-2020;2020-2021;True
2146;Accelerated Growth Service;Service de croissance accélérée;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2019-2020;True
2148;Media relations;Relations avec les médias;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98;2019-2020;2022-2023;True
2149;Stakeholder Relations;Stakeholder Relations;Transportation Safety Board of Canada;Bureau de la sécurité des transports du Canada;98;2019-2020;2022-2023;True
2201;Mandatory Isolation Supports for Temporary Foreign Workers Program;Programme d'aide pour l'isolement obligatoire des travailleurs étrangers temporaires;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2020-2021;2021-2022;True
2213;Emergency On-Farm Support Fund;Fonds d’urgence pour les mesures de soutien à la ferme;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2020-2021;2020-2021;True
2214;Emergency Processing Fund;Le Fonds d'urgence pour la transformation;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2020-2021;2021-2022;True
2215;Surplus Food Rescue Program;Programme de récupération d’aliments excédentaires;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2020-2021;2020-2021;True
2221;COVID Alert;Alerte COVID;Health Canada;Santé Canada;127;2020-2021;2021-2022;True
2226;Safeguarding Your Research Portal;Portail Protégez Votre Recherche;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2021-2022;True
2234;IC Contact Us: AGS Call Centre Service;Contactez-nous IC: Service de centre d'appel;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2020-2021;True
2236;The Accelerated Growth Service (AGS);Le service de croissance accélérée;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2020-2021;True
2241;Public Service Employee Survey (PSES);Sondage auprès des fonctionnaires fédéraux (SAFF);Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;326;2020-2021;2020-2021;True
2243;Canadian Experiences Fund;Fonds pour les expériences canadiennes;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2021-2022;True
2244;Women Entrepreneurship Fund;Le Fonds pour les femmes en entrepreneuriat;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2020-2021;True
2245;Women Entrepreneurship Strategy Ecosystem Fund;Le Fonds pour l'écosystème de la Stratégie pour les femmes en entrepreneuriat;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2021-2022;True
2246;Regional Relief and Recovery Fund;Fonds d'aide et de relance régionale;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2021-2022;True
2247;Large Employer Emergency Financing Facility (LEEFF);Crédit d’urgence pour les grands employeurs (CUGE);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2020-2021;True
2255;New Substances Program;Programme des substances nouvelles;Health Canada;Santé Canada;127;2020-2021;2022-2023;True
2256;New Substances Notifications (Food and Drugs Act use);Déclaration de substances nouvelles (usage en vertu de la Loi sur les aliments et drogues);Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2259;Early Retirement Incentive Program- A Unique Program (not associated with Receiver General Functions). Maintain pension services for employees of coal mines.;Programme d’encouragement à la retraite anticipée – Un programme unique (indépendant des fonctions du receveur général). Assurer les services de pensions pour les employés des mines de charbon.;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136;2020-2021;2022-2023;True
2263;Public Service Occupational Health Program COVID Response Division;Programme de santé au travail de la fonction publique - Division de l'intervention liée à la COVID;Health Canada;Santé Canada;127;2020-2021;2021-2022;True
2264;COVID-19 Mental Health Response;COVID-19: Intervention en santé mentale;Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2266;GC-Wide Application Support Services;Services de soutien des applications à l'échelle du GC;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136;2020-2021;2021-2022;True
2267;Designated Quarantine Facilities;Installations de quarantaine désignées;Public Health Agency of Canada;Agence de la santé publique du Canada;280;2020-2021;2021-2022;True
2270;Measuring device approval services (non new approvals / revisions);Services d'approbation des dispositifs de mesure (non nouvelles approbations / révisions);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2021-2022;True
2276;Water/sewage treatment;Eau/traitement des eaux usées;National Defence;Défense nationale;133;2020-2021;2020-2021;True
2277;Emergency Support Function #10;Fonction de soutien d'urgence no. 10;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;136;2020-2021;2021-2022;True
2280;Class A Precursor Licences (New, Renewals, Amendments, Closures);Octroi de licences de précurseurs chimiques de catégorie A (Nouvelles, renouvellements, modifications et fermetures);Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2283;Amend Industrial Hemp Licences;Modifier les licences de chanvre en vertu de la Loi sur le cannabis et de ses règlements;Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2284;Fish Harvester Benefit and Grants program;Programme de Prestation et Subvention aux Pêcheurs;Employment and Social Development Canada;Emploi et Développement social Canada;128;2020-2021;2022-2023;True
2285;One-Time Payment to Persons with Disabilities;Paiement Unique aux Personnes en Situation de Handicap;Employment and Social Development Canada;Emploi et Développement social Canada;128;2020-2021;2022-2023;True
2291;Central Registry of Divorce Proceedings (CRDP);Bureau d'enregistrement des actions en divorce (BEAD);Department of Justice Canada;Ministère de la Justice Canada;132;2020-2021;2022-2023;True
2292;Health Care Policy and Strategies Program;Programme des politiques et des stratégies en matière de soins de santé;Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2294;ArriveCAN Public Enquiries;Demandes de renseignement sur ArriveCAN;Public Health Agency of Canada;Agence de la santé publique du Canada;280;2020-2021;2021-2022;True
2295;COVID-19 Authorized Accommodations Toll-Free line;Ligne sans frais des hébergements autorisés COVID-19;Public Health Agency of Canada;Agence de la santé publique du Canada;280;2020-2021;2021-2022;True
2296;Official Languages Health Program;Programme pour les langues officielles en santé;Health Canada;Santé Canada;127;2020-2021;2020-2021;True
2360;CNSC Emergency Management Duty Officer;Agente de service chargé de la gestion des urgences de la CCSN;Canadian Nuclear Safety Commission;Commission canadienne de sûreté nucléaire;87;2020-2021;2022-2023;True
2361;Radiological and Nuclear Expertise;Expertise nucléaire et radiologique;Canadian Nuclear Safety Commission;Commission canadienne de sûreté nucléaire;87;2020-2021;2022-2023;True
2362;Transportation Security Clearance;Habilitation de sécurité en matière de transport;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2363;Program to Advance Transportation Innovation: Canadian Transportation Research F;Programme de promotion de l'innovation en matière de transport : Groupe de recherches sur les transports au Canada;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2364;Drone safety;Sécurité des drones;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2365;Operating a federal railway;Exploitation d'un chemin de fer fédéral;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2366;Aviation Security - Issuing Exemptions;Sûreté aérienne - délivrance d'exemptions;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2367;Program to Address Disturbances from Vessel Traffic: Quiet Vessel Initiative;Programme de lutte contre les perturbations causées par le trafic maritime : Initiative pour des navires silencieux;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2368;Issuance of AMOC/Exemption to the requirements of an Airworthiness Directive;Délivrance d'un AMOC/Exemption aux exigences d'une directive de navigabilité;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2369;Contribution Program to Support Essential Air Services for Remote Communities;programme de contribution pour le programme de soutien aux services aériens essentiels aux collectivités éloignées;Transport Canada;Transports Canada;138;2020-2021;2020-2021;True
2370;Administration of the Marine War Risk Act and the agreement with the Canadian Sh;Administration de la Loi sur les risques de guerre en matière d'assurance maritime et de l'accord avec l'Association pour assurance mutuelle d'armateurs canadiens.;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2371;Program to Protect Canada's Coastlines and Waterways: Safety Equipment and Basic;Programme de protection du littoral et des voies navigables du Canada : Initiative sur l'équipement de sécurité et l'infrastructure maritime de base dans les collectivités nordiques;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2372;Program to Advance Indigenous Reconciliation: Program to Enhance Maritime Situat;Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de sensibilisation accrue aux activités maritimes;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2373;Program to Advance Indigenous Reconciliation: Marine Safety Equipment and Traini;Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de formation et d'équipement de sécurité maritime;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2374;Inspecting a Railway;Inspection d'un chemin de fer;Transport Canada;Transports Canada;138;2020-2021;2021-2022;True
2443;RCMP-Indigenous Relations Services (RIRS);GRC services de relations avec les autochtones (GRC-SRA);Royal Canadian Mounted Police;Gendarmerie royale du Canada;295;2020-2021;2020-2021;True
2448;Vulnerable Persons Unit (VPU) - Family Violence Initiative Fund (FVIF);Section des personnes vulnérables - Fonds de l'Initiative de lutte contre la violence familiale de la GRC;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295;2020-2021;2020-2021;True
2453;Specialized Technical Investigative Services (STIS);Les Services d’enquêtes spécialisées et techniques;Royal Canadian Mounted Police;Gendarmerie royale du Canada;295;2020-2021;2020-2021;True
2457;Canada Recovery Benefit (CRB);Prestation canadienne de la relance économique (PCRE);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2021-2022;True
2458;Canada Recovery Caregiving Benefit (CRCB);Prestation canadienne de la relance économique pour proches aidants (PCREPA);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2021-2022;True
2459;Canada Recovery Sickness Benefit (CRSB);Prestation canadienne de maladie pour la relance économique (PCMRE);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2021-2022;True
2460;Canada Emergency Response Benefit (CERB);Prestation canadienne d'urgence (PCU);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2020-2021;True
2461;Canada Emergency Student Benefit (CESB);Prestation canadienne d'urgence pour les étudiants (PCUE);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2020-2021;True
2462;Canada Emergency Wage Subsidy (CEWS);Subvention salariale d'urgence du Canada (SSUC);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2021-2022;True
2463;Canada Emergency Rent Subsidy (CERS);Subvention d'urgence du Canada pour le loyer (SUCL);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2021-2022;True
2464;10% Temporary Wage Subsidy for Employers;Subvention salariale temporaire de 10 % pour les employeurs (SST);Canada Revenue Agency;Agence du revenu du Canada;46;2020-2021;2020-2021;True
