"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE03","Internet",10444215.00,10277746.29,10322810.00,10341069.00,33.00,10.56,33.00,33.00,,
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE04","Satellite",10842577.00,3648238.03,10353769.00,10334100.00,26.00,11.16,26.00,26.00,,
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE05","Mobile Devices and Fixed-Line Phones",178039063.00,207587857.25,172706677.00,172024146.00,703.00,360.92,703.00,703.00,,
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE06","Conferencing Services",20712552.00,24483307.90,20517723.00,20541365.00,135.00,66.71,135.00,135.00,,
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE07","Contact Centre Infrastructure",16503990.00,26123890.56,10280387.00,10286219.00,92.00,58.50,92.00,92.00,,
"FY 2018-19",305,"Shared Services Canada","Telecommunications","BWE08","Toll-Free Voice",12924347.00,9020007.02,12679161.00,12701840.00,15.00,265.62,15.00,15.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF01","Identity and Access Management",2447385.00,,2058610.00,2059024.00,50.00,142.45,50.00,50.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF02","Secret Infrastructure",2017391.00,12568406.97,2265676.00,2263198.00,0.00,25.06,0.00,0.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF03","Infrastructure Security",73894728.00,107124367.90,78936934.00,79058230.00,324.00,250.53,324.00,324.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF04","Cyber and IT Security Operations",19968475.00,14947809.30,20856406.00,20866170.00,112.00,81.40,112.00,112.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF05","Security Management",18879420.00,10522582.66,19973779.00,19985444.00,70.00,66.22,70.00,70.00,,
"FY 2018-19",305,"Shared Services Canada","Cyber and IT Security","BWF06","Secure Remote Access",,,,,,97.65,,,,
"FY 2018-19",305,"Shared Services Canada","Customer Relationships and Service Management","BWG01","Strategic Direction",35708713.00,47775230.43,34156879.00,34198817.00,216.00,322.95,216.00,216.00,,
"FY 2018-19",305,"Shared Services Canada","Customer Relationships and Service Management","BWG02","Service Management",60031150.00,78604285.75,57472768.00,57606324.00,391.00,516.63,391.00,391.00,,
"FY 2018-19",305,"Shared Services Canada","Customer Relationships and Service Management","BWG03","Account Management",46083601.00,66488279.36,41219706.00,41099849.00,296.00,474.24,296.00,296.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS01","Management and Oversight Services - Shared Services Canada",25327391.00,26522336.17,26185329.00,26570782.00,143.00,182.08,143.00,143.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS02","Communications Services - Shared Services Canada",7504063.00,11337927.21,7585985.00,7588206.00,60.00,112.64,60.00,60.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS03","Legal Service - Shared Services Canada",1430491.00,1079489.53,1500000.00,1500000.00,0.00,0.00,0.00,0.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS04","Human Resources Management Services - Shared Services Canada",26119789.00,28635771.14,26464000.00,26964000.00,213.00,285.87,213.00,213.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS05","Financial Management Services - Shared Services Canada",29833948.00,44318713.31,30288393.00,30288393.00,246.00,241.82,246.00,246.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS06","Information Management Services - Shared Services Canada",5863935.00,9644936.62,6054000.00,6054000.00,22.00,45.45,22.00,22.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS07","Information Technology Management Services - Shared Services Canada",33697315.00,39924181.41,33762593.00,34000714.00,108.00,143.08,108.00,108.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS08","Real Property Management Services - Shared Services Canada",17642423.00,25719362.62,20733676.00,18158593.00,22.00,33.78,22.00,22.00,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS09","Materiel Management Services - Shared Services Canada",,3114315.43,,,,0.00,,,,
"FY 2018-19",305,"Shared Services Canada","Internal Services","ISS0Z","Acquisition Management Services - Shared Services Canada",14489173.00,16873990.23,14624000.00,14624000.00,131.00,185.96,131.00,131.00,,
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT01","Insight Research",208589532.00,223595066.72,207982908.00,208118904.00,69.00,66.00,69.00,69.00,,
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT02","Research Training and Talent Development",119320663.00,118920710.16,119008232.00,119074978.00,39.00,37.00,39.00,39.00,,
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT03","Research Partnerships",75383430.00,94941297.40,73253476.00,73264890.00,27.00,28.00,27.00,27.00,,"Budget 2018 announced $3.8 million to develop a strategic plan that identifies new ways of doing research with Indigenous communities. Actual expenditures on Indigenous research capacity were $5.5 million in 2018-19. Also from Budget 2018, $8 million from the investment in SSHRC for fundamental research in the social sciences and humanities was allocated to research partnerships in 2018-19. SSHRC received $4.1 million from NSERC who partially funds the program on a yearly or bi-yearly basis and for which funding is based on competition results."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT04","New Frontiers in Research Fund",,20324657.58,,,,10.00,,,,
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Institutional support for the indirect costs of research","BNU01","Research Support Fund",369637453.00,397648742.21,369615754.00,369619340.00,2.00,3.00,2.00,2.00,,"SSHRC received $28.7 million for the Research Support Fund in 2018-19."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS01","Management and Oversight Services - Social Sciences and Humanities Research Council",4337416.00,5029640.50,4235679.00,4345307.00,31.00,29.00,31.00,31.00,,"The program evaluations for the Canada Excellence Research Chairs, which is a tri-agency program, and the Research Support Fund program, were undertaken in 2018-19."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS02","Communications Services - Social Sciences and Humanities Research Council",1779842.00,1885503.38,1738095.00,1783080.00,13.00,11.00,13.00,13.00,,"SSHRC received $4.5 million from Budget 2018 for internal services such as human resources, information technology, financial management and communications, to support and deliver on its mandate."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS03","Legal Service - Social Sciences and Humanities Research Council",81283.00,70271.34,79376.00,81430.00,1.00,0.00,1.00,1.00,,"As the majority of legal fees are reactionary (SSHRC as a potential defendant in a legal case), it is impossible to accurately predict costs or trends in expenditures."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS04","Human Resources Management Services - Social Sciences and Humanities Research Council",1133768.00,1501873.43,1107175.00,1135831.00,8.00,9.00,8.00,8.00,,"SSHRC received $4.5 million from Budget 2018 for internal services such as human resources, information technology, financial management and communications, to support and deliver on its mandate."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS05","Financial Management Services - Social Sciences and Humanities Research Council",1069999.00,1581537.42,1044902.00,1071946.00,7.00,9.00,7.00,7.00,,"SSHRC received $4.5 million from Budget 2018 for internal services such as human resources, information technology, financial management and communications, to support and deliver on its mandate."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS06","Information Management Services - Social Sciences and Humanities Research Council",488111.00,527988.23,476662.00,488998.00,3.00,3.00,3.00,3.00,,
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS07","Information Technology Management Services - Social Sciences and Humanities Research Council",3662156.00,5594285.13,3576258.00,3668819.00,26.00,32.00,26.00,26.00,,"In 2018-19 SSHRC onboarded four tri-agency programs on its database including the New Frontiers in Research Fund, a new tri-agency program announced in Budget 2018."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS08","Real Property Management Services - Social Sciences and Humanities Research Council",230455.00,514686.08,225050.00,230874.00,2.00,3.00,2.00,2.00,,"In 2018-19, SSHRC started the implementation of GCworkplace fit-up standards to comply with the new Government of Canada modern workplace requirements."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS09","Materiel Management Services - Social Sciences and Humanities Research Council",205212.00,741596.13,200399.00,205586.00,1.00,4.00,1.00,1.00,,"In 2018-19, SSHRC started the implementation of GCworkplace fit-up standards to comply with the new Government of Canada modern workplace requirements."
"FY 2018-19",306,"Social Sciences and Humanities Research Council","Internal Services","ISS0Z","Acquisition Management Services - Social Sciences and Humanities Research Council",229698.00,251972.69,224310.00,230116.00,2.00,1.00,2.00,2.00,,"SSHRC received $4.5 million from Budget 2018 for internal services such as human resources, information technology, financial management and communications, to support and deliver on its mandate."
"FY 2018-19",313,"Statistics Canada","Statistical Information","BNV01","Economic and Environmental Statistics",134930156.00,139486758.01,134978446.00,134673440.00,1480.00,1469.00,1480.00,1473.00,,
"FY 2018-19",313,"Statistics Canada","Statistical Information","BNV02","Socio-economic Statistics",96712788.00,97677933.05,99659797.00,97924563.00,1094.00,1056.00,1121.00,1104.00,,
"FY 2018-19",313,"Statistics Canada","Statistical Information","BNV03","Censuses",8729901.00,66023802.15,721073.00,446610.00,136.00,639.00,55.00,6.00,,"The increase in actual versus planned spending and FTEs is mainly related to the cyclical nature of the Census of Population and Census of Agriculture programs; where 2018-19 is a higher spending year in the cycle than 2017-18."
"FY 2018-19",313,"Statistics Canada","Statistical Information","BNV04","Cost-Recovered Statistical Services",11300000.00,1845055.01,11300000.00,11300000.00,940.00,1331.00,940.00,940.00,,"The net spending for this program is related to non-respendable items such as the Employee Benefit Plan (EBP). The respendable revenue netted against this program was overstated resulting in the actual spending appearing as understated. This is partially offset by a number of initiatives approved in Budget 2018 which resulted in additional revenue. An increase in resources for the additional cost recovery work contributed to the increase in actual FTEs versus planned FTEs."
"FY 2018-19",313,"Statistics Canada","Statistical Information","BNV05","Centres of Expertise",118251780.00,130325077.11,105487027.00,107649595.00,1016.00,1003.00,1007.00,1008.00,,"The increase in actual spending versus planned spending is the result of retroactive pay from the ratification of new collective agreements. The difference is also attributable to a Statistical Survey Operations pay equity settlement and shifts in its original payment timeline."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS01","Management and Oversight Services - Statistics Canada",5976361.00,6085660.35,5980568.00,5531170.00,46.00,49.00,46.00,42.00,,
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS02","Communications Services - Statistics Canada",1455729.00,1886193.55,1456715.00,1460124.00,14.00,20.00,14.00,14.00,,"The increase in actual versus planned spending and FTEs is mainly related to an internal realignment between Communications Services and Centres of Expertise. More specific to FTEs, an increase in salary spending compared to originally planned also contributed to the variance."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS03","Legal Service - Statistics Canada",378155.00,382174.47,378155.00,378155.00,0.00,0.00,0.00,0.00,,
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS04","Human Resources Management Services - Statistics Canada",14648666.00,15865283.74,14717132.00,14687219.00,167.00,181.00,168.00,167.00,,
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS05","Financial Management Services - Statistics Canada",14832128.00,14885818.26,14896360.00,14872958.00,164.00,157.00,164.00,164.00,,
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS06","Information Management Services - Statistics Canada",3624431.00,3264962.60,3627273.00,3637102.00,45.00,38.00,45.00,45.00,,"The decrease in actual versus planned spending and FTEs is mainly related to an internal realignment between Information Management Services and Centres of Expertise."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS07","Information Technology Management Services - Statistics Canada",15670012.00,22385174.21,15743690.00,15695134.00,116.00,160.00,116.00,116.00,,"The increase in actual versus planned spending and FTEs is mainly the result of an increase in resources for a new IT infrastructure initiative approved in 2018-19. A portion is offset by a carry forward from 2018-19 to 2019-20 and additional spending related to information technology support."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS08","Real Property Management Services - Statistics Canada",7913504.00,6372478.38,7959374.00,8004940.00,27.00,26.00,27.00,27.00,,"The decrease in actual spending versus planned spending is mainly the result of a reduction in purchases related to the modernization of the work environment."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS09","Materiel Management Services - Statistics Canada",478427.00,657042.34,478469.00,478613.00,1.00,7.00,1.00,1.00,,"The increase in actual versus planned spending and FTEs is mainly related to an internal realignment between Material Management Services and Acquisition Management Services. More specific to FTEs, an increase in salary spending compared to originally planned also contributed to the variance."
"FY 2018-19",313,"Statistics Canada","Internal Services","ISS0Z","Acquisition Management Services - Statistics Canada",1127239.00,600676.97,1128305.00,1128659.00,14.00,7.00,14.00,14.00,,"The decrease in actual versus planned spending and FTEs is mainly related to an internal realignment between Material Management Services and Acquisition Management Services and to delays in staffing processes."
"FY 2018-19",326,"Treasury Board Secretariat","Spending Oversight","BXA01","Oversight and Treasury Board Support",28280267.00,26675071.05,28282737.00,28282737.00,190.00,186.00,190.00,190.00,,
"FY 2018-19",326,"Treasury Board Secretariat","Spending Oversight","BXA02","Expenditure Data, Analysis, and Reviews",11582447.00,9923250.76,11579977.00,11579977.00,91.00,77.00,91.00,91.00,,"The decrease in spending in Expenditure Data, Analysis, and Reviews is associated with unforeseen departures and delays in planned staffing.
The decrease in FTEs in Expenditure Data, Analysis, and Reviews is attributed to the in-year FTE rebase, unforeseen departures and delays in planned staffing."
"FY 2018-19",326,"Treasury Board Secretariat","Spending Oversight","BXA03","Results and Performance Reporting Policies and Initiatives",3893186.00,5548656.48,3893186.00,3893186.00,35.00,46.00,35.00,35.00,,"The increase in spending and FTEs in Results and Performance Reporting Policies and Initiatives is associated with additional funding announced in Budget 2018 for Placing Evidence at the Centre of Program Evaluation."
"FY 2018-19",326,"Treasury Board Secretariat","Spending Oversight","BXA04","Government-wide Funds",10618585000.00,,3553193000.00,3553193000.00,0.00,0.00,0.00,0.00,,"The variance is attributable to the way Government-Wide Funds are transferred between TBS and other government organizations. Each year, TBS includes funding in its reference level to be transferred to government organizations once specific criteria are met. If the funds are not needed, the unused balance is returned to the fiscal framework at the end of the fiscal year. Of note, TBS does not incur any actual spending under Government-Wide Funds."
"FY 2018-19",326,"Treasury Board Secretariat","Administrative Leadership","BXB01","Comptrollership Policies and Initiatives",29755761.00,52336703.36,29754000.00,29553957.00,224.00,263.00,227.00,225.00,,"The increase in spending and FTEs in Comptrollership Policies and Initiatives is associated with additional funding received during the year through departmental contributions to support the Back Office Transformation initiative. As well, the increase is due to internal reallocation in order to meet departmental priorities."
"FY 2018-19",326,"Treasury Board Secretariat","Administrative Leadership","BXB02","Service Delivery Policies and Initiatives",23873167.00,22544079.56,22849870.00,11298451.00,139.00,166.00,141.00,68.00,,"The increase in FTEs in Service Delivery Policies and Initiatives is associated with additional staff hired to: 1) support the organization and delivery of an Open Government Parternship Global Summit in Canada; 2) support the Canadian Digital Service; and, 3) implement the Access to Infomation and Privacy online request service."
"FY 2018-19",326,"Treasury Board Secretariat","Administrative Leadership","BXB03","Digital Technology and Security Policies and Initiatives",18627558.00,28727632.76,18649252.00,18649251.00,130.00,217.00,130.00,130.00,,"The increase in spending and FTEs in Digital Technology and Security Policies and Initiatives is associated with additional funding announced in Budget 2018 for Next Generation Human Resources and Pay Solution. The increase in spending is also due to the elevation of the Chief Information Officer of the Government of Canada to a position at the Deputy Minister level. As well, the increase in spending is due to internal reallocation in order to meet departmental priorities to address legislative barriers (_Privacy Act_) to enable better digital service delivery."
"FY 2018-19",326,"Treasury Board Secretariat","Administrative Leadership","BXB04","Management Accountability Framework and Policy Suite Integrity",2267391.00,2630861.34,2251014.00,2251014.00,16.00,23.00,16.00,16.00,,"The increase in spending and FTEs in Management Accountability Framework and Policy Suite Integrity is attributable to internal reallocation in order to meet departmental priorities."
"FY 2018-19",326,"Treasury Board Secretariat","Employer","BXC01","Collective Bargaining and Labour Relations",21258152.00,20178228.01,21258152.00,17647232.00,148.00,143.00,148.00,121.00,,
"FY 2018-19",326,"Treasury Board Secretariat","Employer","BXC02","Pension and Benefits Management",9182736.00,8050944.34,8810208.00,7959399.00,96.00,90.00,96.00,95.00,,"The decrease in spending in Pension and Benefits Management is attributed to the lapse in the Employee Wellness Strategy initiative, for which funding was reprofiled to 2019-20 and 2020-21 in order to meet future years' requirements."
"FY 2018-19",326,"Treasury Board Secretariat","Employer","BXC03","People Management and Executive Policies and Initiatives",28938827.00,40770818.85,27291467.00,27291467.00,209.00,236.00,209.00,209.00,,"The increase in spending and FTEs in People Management and Executive Policies and Initiatives is associated with additional funding announced in Budget 2018 and the reprofile of funds from 2017-18 to 2018-19 for the Stabilization of the Federal Government of Canada's Pay System (Phoenix)."
"FY 2018-19",326,"Treasury Board Secretariat","Employer","BXC04","Public Service Employer Payments",2738905397.00,5846647079.28,2736661397.00,2736661397.00,0.00,0.00,0.00,0.00,,"The increase in spending in Public Service Employer Payments is attributed to the one-time statutory payment made in 2018-19 of $3.1 billion to eliminate the shortfall in the Public Service Superannuation Account."
"FY 2018-19",326,"Treasury Board Secretariat","Regulatory Oversight","BXD01","Regulatory Policy and Oversight",4758109.00,3456936.61,4758109.00,4758109.00,32.00,23.00,32.00,32.00,,"The decrease in spending and FTEs in Regulatory Policy and Oversight is attributed to delays in planned staffing."
"FY 2018-19",326,"Treasury Board Secretariat","Regulatory Oversight","BXD02","Regulatory Cooperation",1602957.00,4269040.82,1598415.00,0.00,11.00,29.00,11.00,0.00,,"The increase in spending and FTEs in Regulatory Cooperation is associated with additional funding announced in Budget 2018 to support the Federal Leadership at the Canadian Free Trade Agreement and the Regulatory and Horizontal Skills Reviews."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS01","Management and Oversight Services - Treasury Board Secretariat",21064084.00,17029399.31,21022872.00,20367206.00,146.00,131.00,144.00,138.00,,"The decrease in spending and FTEs in Management and Oversight Services is attributed to an internal reallocation in order to meet departmental priorities."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS02","Communications Services - Treasury Board Secretariat",9212325.00,9846074.36,9243616.00,9060654.00,86.00,94.00,85.00,84.00,,
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS03","Legal Service - Treasury Board Secretariat",12872161.00,6334664.33,12873021.00,12596326.00,17.00,26.00,16.00,15.00,,"The reduction in spending in Legal Services compared to the planned amount represents the unspent frozen funding related to Charter Challenges.
The increase in FTEs in Legal Services is attributed to an internal reallocation in order to meet departmental priorities."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS04","Human Resources Management Services - Treasury Board Secretariat",7885613.00,10326928.55,8097745.00,7916373.00,107.00,105.00,107.00,105.00,,"The increase in spending in Human Resources Management Services is mainly due to internal reallocations to meet departmental priorities, specifically to develop the TBS Employee Wellness Action Plan and the hiring of additional compensation advisors to help address pay issues."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS05","Financial Management Services - Treasury Board Secretariat",8482067.00,8371018.40,8067623.00,7852079.00,99.00,102.00,98.00,96.00,,
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS06","Information Management Services - Treasury Board Secretariat",2815660.00,2267126.75,2829589.00,2760035.00,23.00,15.00,23.00,22.00,,"The decrease in spending and FTEs in Information Management Services is attributed to the cancellation of the Digital Distribution Hub project and increased efficiencies in the mail distribution service."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS07","Information Technology Management Services - Treasury Board Secretariat",10366641.00,21569949.03,10479037.00,10247007.00,101.00,101.00,100.00,98.00,,"The increase in spending in Information Technology Services is attributed to additional departmental-wide Shared Services Canada related charges, as well as an increase in various Information Technology projects."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS08","Real Property Management Services - Treasury Board Secretariat",2347725.00,5745152.51,2347876.00,2299410.00,8.00,16.00,8.00,8.00,,"The increase in spending and FTEs in Real Property Management Services is attributed to the fit-up of several floors at 219 Laurier Avenue, as part of the Workspace Renewal project."
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS09","Materiel Management Services - Treasury Board Secretariat",1270173.00,1339711.89,1270253.00,1244557.00,11.00,11.00,11.00,10.00,,
"FY 2018-19",326,"Treasury Board Secretariat","Internal Services","ISS0Z","Acquisition Management Services - Treasury Board Secretariat",952088.00,1268116.70,952145.00,933765.00,8.00,11.00,8.00,8.00,,"The increase in spending and FTEs in Acquisition Management Services is attributed to additional staff hired within TBS' Contracting and Procurement Division and its related costs."
"FY 2018-19",333,"Veterans Review and Appeal Board","Appeals","BWL01","Review and Appeal",10903737.00,9906100.36,10903737.00,10903737.00,101.00,84.00,101.00,101.00,,"The variance between planned full-time equivalents and actual full-time equivalents relates to fewer staff and Member appointments than planned."
"FY 2018-19",333,"Veterans Review and Appeal Board","Internal Services","ISS00","Internal Services - Veterans Review and Appeal Board",,,,,,0.00,,,,
"FY 2018-19",345,"Secretariat of the National Security and Intelligence Committee of Parliamentarians","Assist the National Security and Intelligence Committee of Parliamentarians in fulfilling its mandate","BUE01","Reviews",2149549.00,3369320.26,2109624.00,2152549.00,9.00,8.20,9.00,9.00,,"With respect to organizational expenditures, the Secretariat is a relatively new entity, having conducted its first full year of operations in 2018-19. As a result, the Secretariat did not have a baseline for budget planning purposes or expenditure trends to inform all of its financial planning for its first full year of operation, and therefore attributed the bulk of expenditures under its core responsibility. The Secretariat’s expenditures in 2018-19 are attributable to two main areas: personnel and the construction of the organization’s permanent facility. 

The variance between total authorities available for use and actual spending in 2018-19 is attributable to the construction of the Secretariat’s permanent facility. The project was delayed in 2017-18 and the majority of work pushed into 2018-19. As a result, the Secretariat moved funding from the 2017-18 fiscal year into 2018-19 to ensure sufficient financial flexibility to address construction-related expenditures. The majority of these costs were paid in 2018-19.

With regards to planned human resources for its core responsibility, the Secretariat reports 8.2 full-time equivalents in 2018-19. The discrepancy in planned FTEs and the actual total can be attributed to the timing of the Secretariat’s recruitment activities and the hiring of its full complement of employees over the course of its first full year of activity."
"FY 2018-19",345,"Secretariat of the National Security and Intelligence Committee of Parliamentarians","Internal Services","ISS00","Internal Services - Secretariat of the National Security and Intelligence Committee of Parliamentarians",1344279.00,262951.66,1360780.00,1377610.00,1.00,0.00,1.00,1.00,,"The majority of the expenditures incurred under Internal Services relate to the memorandum of understanding with the Privy Council Office for corporate and administrative support.  

The organization shows a difference for its human resources under Internal Services. In fact, the Secretariat seconded legal counsel part way through the fiscal year. Their responsibilities included supporting a specific review and providing more general legal advice. Expenditures associated with the individual are captured under the core responsibility. 

As noted above, with the absence of baseline expenditure data, the Secretariat forecast the bulk of its expenditures for the 2018-19 fiscal year under its core responsibility. In the future, the Secretariat will further refine its financial planning methods and will more narrowly define expenditures associated with its functions and activities. Notably, the Secretariat will attribute the following to internal services: the memoranda of understanding with the Privy Council Office for corporate, administrative and security support; facility rental costs; and legal counsel."
"FY 2018-19",347,"Invest in Canada Hub","Foreign Direct Investment Attraction","BCZ01","Partnerships and Strategy Development",3167862.00,731220.76,3956483.00,0.00,10.00,10.00,12.00,0.00,,
"FY 2018-19",347,"Invest in Canada Hub","Foreign Direct Investment Attraction","BCZ02","Marketing and Outreach",7373945.00,3407055.33,15364919.00,0.00,13.00,8.00,15.00,0.00,,
"FY 2018-19",347,"Invest in Canada Hub","Foreign Direct Investment Attraction","BCZ03","Investor Services",4077421.00,746691.28,6807340.00,0.00,17.00,11.00,30.00,0.00,,
"FY 2018-19",347,"Invest in Canada Hub","Internal Services","ISS00","Internal Services - Invest in Canada Hub",8565696.00,5833967.17,9928771.00,0.00,10.00,7.00,10.00,0.00,,
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS01","Education",2325264354.00,2373212933.57,2386210464.00,2416919761.00,320.00,312.00,319.00,311.00,,
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS02","Income Assistance",1000604662.00,1030185630.27,1043519151.00,1085575982.00,71.00,67.00,71.00,71.00,,
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS03","Assisted Living",95617369.00,124612042.51,97731608.00,100123825.00,22.00,18.00,22.00,22.00,,"Explanation of spending: Internal reallocation of resources from other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS04","First Nations Child and Family Services",828567384.00,1253998278.70,874828208.00,901601191.00,51.00,89.00,47.00,47.00,,"Explanation of spending: 
•	First Nations Child and Family Services Program.
•	Internal reallocation of resources from other programs.
Explanation of FTEs: To reform First Nations Child and Family and implement Canadian Human Rights Tribunal Orders (Budget 2018)."
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS05","Family Violence Prevention",39874743.00,42789141.62,41374532.00,41449317.00,16.00,13.00,16.00,16.00,,"Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Individuals and Families","BWS06","Urban Programming for Indigenous",53275046.00,53383578.01,53275046.00,53275046.00,16.00,19.00,16.00,16.00,,"Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT01","Indigenous Governance and Capacity",414042137.00,512497217.33,391848503.00,392020362.00,374.00,379.00,374.00,374.00,,"Explanation of spending:
• To advance the new fiscal relationship with First Nations (Budget 2018).
• Internal reallocation of resources from other programs."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT02","Water and Wastewater",204193236.00,673252180.86,206492377.00,206492377.00,26.00,196.00,26.00,26.00,,"Explanation of spending:
•	First Nations Water and Wastewater Enhanced Program and to improve monitoring and testing of on-reserve community drinking water.
•	Internal reallocation of resources to other programs.
Explanation of FTEs:
• First Nations Water and Wastewater Enhanced Program and to improve monitoring and testing of on-reserve community drinking water. 
• Internal reallocation from other asset classes."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT03","Education Facilities",458727353.00,456417551.47,444234901.00,444294733.00,64.00,43.00,64.00,64.00,,"Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT04","Housing",166471735.00,359204116.32,166585304.00,166585304.00,3.00,47.00,3.00,3.00,,"Explanation of spending:
•	Infrastructure projects in Indigenous communities (Budget 2016, Budget 2017 and Budget 2018).
•	Internal reallocation of resources to other programs.
Explanation of FTEs:
• Infrastructure projects in Indigenous communities (Budget 2016, Budget 2017 and Budget 2018).
• Internal reallocation from other asset classes."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT05","Other Community Infrastructure and Activities",514076981.00,516749926.93,479933236.00,487253601.00,119.00,133.00,119.00,119.00,,"Explanation of FTEs:
• Infrastructure projects in Indigenous communities (Budget 2016, Budget 2017 and Budget 2018).
• Internal reallocation to other asset classes."
"FY 2018-19",348,"Department of Indigenous Services Canada","Community and Regional Development","BWT06","Emergency Management Assistance",67146599.00,164538166.56,67146599.00,67146599.00,25.00,30.00,25.00,25.00,,"Explanation of spending:
•	Emergency Management Assistance Program.
•	Internal reallocation of resources to other programs.
Explanation of FTEs: Does not represent a significant variance."
"FY 2018-19",348,"Department of Indigenous Services Canada","First Nations and Inuit Health","BWU01","Clinical and Client Care",163504354.00,237080832.13,168372084.00,173152771.00,581.00,608.00,581.00,609.00,,"Explanation of spending:
•	Clinical and Client Care Program (Budget 2018).
•	Health Transformation (Budget 2018).
•	Building healthier First Nations and Inuit communities.
•	Internal reallocation of resources within First Nations and Inuit Health programs to meet overall health needs for members of First Nations and Inuit communities and address health programs priorities and requirements."
